gene	tau	top_cell_state	top_expr	n_states
LINC00543	0.8732	enterochromaffin-like cell	0.1071	28
ENSG00000260706	0.9588	tuft cell of colon	0.0308	28
TBC1D22A-DT	0.7410	myofibroblast cell	1.0995	28
ENSG00000260710	0.9538	BEST4+ enterocyte	0.0651	28
ENSG00000260711	0.7983	large intestine goblet cell	0.1562	28
ENSG00000260714	0.7524	BEST4+ enterocyte	0.0691	28
ENSG00000260715	0.9770	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000260719	0.9159	plasma cell	0.1416	28
LINC01243	0.9516	BEST4+ enterocyte	0.0024	28
ENSG00000260721		B cell	0.0000	28
VN1R67P	1.0000	colon endothelial cell	0.0000	28
ENSG00000260723	0.9532	myeloid leukocyte	0.0015	28
VN1R69P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260725	0.9997	enterocyte of epithelium of large intestine	0.4990	28
KLF8P1	1.0000	enterocyte of epithelium of large intestine	0.0004	28
SLC7A5P1		B cell	0.0000	28
ENSG00000260729	0.9122	myeloid leukocyte	3.9651	28
KRT8P22	0.9968	paneth cell of colon	0.0001	28
ENSG00000260733	0.9707	innate lymphoid cell	0.5120	28
TLE7	0.9963	myeloid dendritic cell	0.0151	28
ENSG00000260735	0.7799	naive thymus-derived CD4-positive, alpha-beta T cell	0.0562	28
LINC01227	0.8598	tuft cell of colon	0.0047	28
LINC00554	1.0000	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000260739		B cell	0.0000	28
ENSG00000260740	0.8723	intestinal crypt stem cell of colon	0.0287	28
ENSG00000260741	0.9634	enterocyte of epithelium of large intestine	0.0730	28
ITPRID2-DT	0.8038	large intestine goblet cell	0.0628	28
ENSG00000260743	0.9243	enteroglial cell	0.0020	28
ENSG00000260744	0.8970	tuft cell of colon	0.0238	28
KIF18BP1	0.9983	enterocyte of epithelium of large intestine	0.0003	28
ENSG00000260747	0.9849	paneth cell of colon	0.0293	28
ENSG00000260750	0.9658	B cell	0.0010	28
ENSG00000260751	0.8681	type L enteroendocrine cell	0.0525	28
ENSG00000260755	0.8772	mature NK T cell	0.0340	28
ENSG00000260756	0.9804	enterocyte of epithelium of large intestine	0.0020	28
ENSG00000260757	0.9944	myeloid leukocyte	0.0017	28
ENSG00000260761	0.9925	fibroblast	0.0001	28
ACSM5P1	0.9744	fibroblast	0.0048	28
ENSG00000260763	0.9525	monocyte	0.0076	28
ENSG00000260764	1.0000	enterocyte of epithelium of large intestine	0.0005	28
CES1P2	0.9575	large intestine goblet cell	0.0004	28
ENSG00000260771	0.9954	intestinal crypt stem cell of colon	0.0002	28
ENSG00000260772		B cell	0.0000	28
ENSG00000260773	0.8344	tuft cell of colon	0.0445	28
ENSG00000260774	0.9721	tuft cell of colon	0.3380	28
GOLGA6FP	0.9445	CD4-positive, alpha-beta T cell	0.0006	28
ENSG00000260777	0.9807	colon macrophage	0.0011	28
MIR3677HG	0.7541	tuft cell of colon	0.0540	28
ENSG00000260779	0.9988	BEST4+ enterocyte	0.0017	28
ARHGAP23P1	0.9987	monocyte	0.0041	28
ENSG00000260782	0.8868	tuft cell of colon	0.0110	28
ENSG00000260784	0.9606	myeloid dendritic cell	0.0090	28
CASC17	0.9823	enterochromaffin-like cell	0.1498	28
ENSG00000260786	0.9964	enterocyte of epithelium of large intestine	0.0001	28
CEDORA	0.9926	enteroglial cell	0.0313	28
CDR2-DT	0.7781	large intestine goblet cell	0.0940	28
LINC02280	0.9201	large intestine goblet cell	0.0076	28
ENSG00000260795	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260796	0.8927	type L enteroendocrine cell	0.0562	28
ENSG00000260797		B cell	0.0000	28
ENSG00000260798	0.9014	type L enteroendocrine cell	0.1164	28
KRT8P50	0.9044	CD4-positive, alpha-beta T cell	0.0018	28
SERTM2	0.9579	fibroblast	0.0190	28
ENSG00000260803	0.9640	mast cell	0.0573	28
LINC01963	0.8832	monocyte	0.0423	28
ENSG00000260805	0.7658	enterochromaffin-like cell	0.2021	28
PAPOLA-DT	0.7314	transit amplifying cell of colon	0.0624	28
CEROX1	0.9584	enteroglial cell	0.2964	28
ENSG00000260808	0.9402	colon macrophage	0.0082	28
VPS35P1	0.9472	paneth cell of colon	0.0009	28
ENSG00000260810	0.7886	naive thymus-derived CD4-positive, alpha-beta T cell	0.0037	28
OR4C45	1.0000	colon endothelial cell	0.0727	28
RARRES2P7	1.0000	CD4-positive, alpha-beta T cell	0.0000	28
ENSG00000260814	0.9852	enterochromaffin-like cell	0.0358	28
PPIAP47	0.9985	enterocyte of epithelium of large intestine	0.0009	28
ENSG00000260816	0.7626	innate lymphoid cell	0.1431	28
ENSG00000260817	0.9925	enterocyte of epithelium of large intestine	0.0000	28
UNGP1	0.9760	paneth cell of colon	0.0000	28
ENSG00000260823	0.9281	myofibroblast cell	0.0752	28
ENSG00000260827		B cell	0.0000	28
HMGB3P32	0.9902	mature NK T cell	0.0086	28
ENSG00000260830	0.8255	colon endothelial cell	0.0237	28
ENSG00000260832	0.8723	BEST4+ enterocyte	0.0159	28
ENSG00000260834	0.9687	tuft cell of colon	0.0184	28
ENSG00000260835	1.0000	enterocyte of epithelium of large intestine	0.0005	28
ENSG00000260836	0.8382	fibroblast	0.0190	28
ENSG00000260838	0.9985	type L enteroendocrine cell	0.0559	28
LINC01964	0.9053	large intestine goblet cell	0.0023	28
ENSG00000260844	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260845	0.9801	B cell	0.0006	28
FRG2HP		B cell	0.0000	28
ENSG00000260847	0.9923	CD4-positive, alpha-beta T cell	0.0007	28
ENSG00000260848	0.9965	myofibroblast cell	0.1845	28
ENSG00000260850	0.8272	mast cell	0.0080	28
ENSG00000260851	0.8529	tuft cell of colon	0.1840	28
FBXL19-AS1	0.7728	large intestine goblet cell	0.1018	28
NFATC2IP-AS1	0.7826	mast cell	0.1443	28
LINC02184		B cell	0.0000	28
ENSG00000260855	0.9719	type L enteroendocrine cell	0.0364	28
ENSG00000260857	0.9964	CD4-positive, alpha-beta T cell	0.0007	28
ENSG00000260858	0.9718	B cell	0.0005	28
ENSG00000260859	0.9847	myofibroblast cell	0.0396	28
ENSG00000260860	0.9924	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260861	0.9410	monocyte	0.0072	28
ENSG00000260862	0.9775	large intestine goblet cell	0.0095	28
CYP2C60P	0.9908	enterocyte of epithelium of large intestine	0.0000	28
ABHD17AP7		B cell	0.0000	28
ENSG00000260865	0.9112	tuft cell of colon	0.0151	28
ENSG00000260866	0.9910	gamma-delta T cell	0.0008	28
ENSG00000260867	0.8796	gamma-delta T cell	0.0042	28
LINC01960	0.9889	monocyte	0.0458	28
NDUFB10P1	0.9827	transit amplifying cell of colon	0.0040	28
ENSG00000260871	0.9850	naive thymus-derived CD4-positive, alpha-beta T cell	0.0134	28
ENSG00000260874	0.9175	mast cell	0.0042	28
LINC01229	0.9216	tuft cell of colon	0.0631	28
ENSG00000260877	0.9593	tuft cell of colon	0.2292	28
ENSG00000260878		B cell	0.0000	28
ENSG00000260879	0.9987	mature NK T cell	0.0571	28
HCCAT5	0.9984	myofibroblast cell	0.0438	28
ENSG00000260882	1.0000	enterocyte of epithelium of large intestine	0.0002	28
VN1R65P		B cell	0.0000	28
PCHILR	0.9028	large intestine goblet cell	0.0032	28
TAT-AS1	0.8739	BEST4+ enterocyte	0.0513	28
CASC22	0.9739	plasma cell	0.0009	28
CKBP1	0.9722	BEST4+ enterocyte	0.0105	28
ENSG00000260891	0.7234	regulatory T cell	0.0270	28
ENSG00000260892		B cell	0.0000	28
ENSG00000260894	0.8788	enteroglial cell	0.0065	28
ENSG00000260895	0.9639	plasma cell	0.0010	28
ARLNC1	0.9877	enterocyte of epithelium of large intestine	0.0056	28
DNM1P30		B cell	0.0000	28
ADPGK-AS1	0.9001	enterochromaffin-like cell	0.0797	28
ENSG00000260899	0.8333	BEST4+ enterocyte	0.0298	28
ENSG00000260900	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC02011	0.9675	fibroblast	0.0028	28
XKR7	0.9479	type L enteroendocrine cell	0.0194	28
LINC02890	0.9722	enterocyte of epithelium of large intestine	0.0001	28
ENSG00000260907	0.9938	fibroblast	0.0009	28
PLA2G10CP	0.7072	large intestine goblet cell	0.1269	28
ENSG00000260909	1.0000	fibroblast	0.0013	28
SWINGN	0.9374	large intestine goblet cell	0.0039	28
ENSG00000260911	0.9362	myeloid leukocyte	1.1207	28
ENSG00000260912	0.8879	large intestine goblet cell	0.1837	28
LINC01254	0.9957	tuft cell of colon	0.0162	28
ENSG00000260914	0.9664	mature NK T cell	0.0242	28
CCPG1	0.5923	plasma cell	0.2988	28
ENSG00000260917	0.7193	enteroglial cell	0.0139	28
ENSG00000260918	0.9460	myeloid dendritic cell	0.0091	28
ENSG00000260919	0.8523	large intestine goblet cell	0.0527	28
ENSG00000260920	0.9359	colon endothelial cell	0.0413	28
ENSG00000260921	0.9899	colon endothelial cell	0.0000	28
ENSG00000260922	0.9529	naive thymus-derived CD4-positive, alpha-beta T cell	0.0116	28
LINC01311	0.9672	enterochromaffin-like cell	0.1398	28
ENSG00000260926	0.8671	myeloid leukocyte	0.0370	28
ENSG00000260927	0.7675	natural killer cell	0.2792	28
SPCS2P1	0.8997	transit amplifying cell of colon	0.0009	28
LINC01416	0.9024	enteroglial cell	0.0120	28
ENSG00000260932	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260933	0.9992	tuft cell of colon	0.0003	28
ENSG00000260934	0.9914	natural killer cell	0.1210	28
ENSG00000260937	0.8732	myeloid leukocyte	0.0032	28
MTCH2P4	0.9884	BEST4+ enterocyte	0.0019	28
LINC00622	0.9504	monocyte	0.0099	28
CAPN10-DT	0.6937	transit amplifying cell of colon	0.0781	28
LINC02555	0.9996	myeloid leukocyte	0.0014	28
FOXC2-AS1	0.9891	myofibroblast cell	0.0272	28
ENSG00000260945		B cell	0.0000	28
ENSG00000260947	0.9847	type L enteroendocrine cell	0.0645	28
ENSG00000260948	0.7332	B cell	0.0213	28
ENSG00000260949	0.8721	tuft cell of colon	0.0136	28
ENSG00000260953	0.8785	myeloid leukocyte	0.0245	28
ENSG00000260954	0.9499	mast cell	0.0042	28
ENSG00000260955	0.8892	tuft cell of colon	0.0297	28
ENSG00000260957	0.9955	CD8-positive, alpha-beta T cell	0.0004	28
ENSG00000260958	0.9507	large intestine goblet cell	0.0024	28
ENSG00000260959	1.0000	enterocyte of epithelium of large intestine	0.0002	28
LINC00557		B cell	0.0000	28
LINC03064	0.9027	enterocyte of epithelium of large intestine	0.0401	28
RPL23AP91	0.9843	enteroglial cell	0.0038	28
ENSG00000260966		B cell	0.0000	28
RARRES2P5	1.0000	enterocyte of epithelium of large intestine	0.0000	28
WWOX-AS1	0.9020	mature NK T cell	0.0185	28
ENSG00000260970	0.9283	myeloid dendritic cell	0.0061	28
ENSG00000260971	0.9697	myofibroblast cell	0.1366	28
ENSG00000260972	0.9925	tuft cell of colon	0.0007	28
ENSG00000260973	0.9594	myeloid leukocyte	0.0019	28
ENSG00000260974		B cell	0.0000	28
ENSG00000260975	0.9488	B cell	0.0012	28
LINC01633	0.9922	large intestine goblet cell	0.0024	28
ENSG00000260978	0.9666	BEST4+ enterocyte	0.0047	28
USP7-AS1	0.8365	plasma cell	0.0587	28
ENSG00000260981	0.9898	fibroblast	0.0083	28
FGFR3P5	0.9998	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000260986	1.0000	paneth cell of colon	0.0000	28
ENSG00000260988	0.9992	tuft cell of colon	0.3152	28
ENSG00000260989	0.9027	large intestine goblet cell	0.0733	28
ENSG00000260990	0.9475	regulatory T cell	0.0044	28
ENSG00000260991		B cell	0.0000	28
DOCK9-DT	0.9323	myofibroblast cell	0.1705	28
AGGF1P7	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000260995	0.9458	large intestine goblet cell	0.0112	28
ENSG00000260996	0.8697	large intestine goblet cell	0.0454	28
ENSG00000260997	0.9462	natural killer cell	0.1487	28
ENSG00000260999	0.9267	innate lymphoid cell	0.2010	28
ENSG00000261000	0.9336	regulatory T cell	0.0177	28
VPS39-DT	0.7215	mast cell	0.0825	28
ENSG00000261003	0.9149	monocyte	0.0254	28
NPM1P3	0.9418	transit amplifying cell of colon	0.0126	28
LINC01572	0.8242	transit amplifying cell of colon	1.3430	28
ENSG00000261009		B cell	0.0000	28
RARRES2P6	1.0000	enterocyte of epithelium of large intestine	0.0000	28
AGAP11		B cell	0.0000	28
ENSG00000261012	0.9664	tuft cell of colon	0.0001	28
LINC02165	0.9120	large intestine goblet cell	0.0035	28
ENSG00000261017	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261018	0.9631	myeloid leukocyte	0.0068	28
ENSG00000261019	0.9255	colon endothelial cell	0.0023	28
ENSG00000261020	0.9748	B cell	0.0005	28
ENSG00000261024	0.8910	mast cell	0.0095	28
ENSG00000261025	0.9770	naive thymus-derived CD4-positive, alpha-beta T cell	0.0061	28
ENSG00000261026	0.8920	colon endothelial cell	0.0956	28
ENSG00000261028	0.9067	myeloid dendritic cell	0.0182	28
MPHOSPH6-DT	0.8834	myeloid leukocyte	0.0149	28
ENSG00000261030	0.9598	gamma-delta T cell	0.0049	28
SPECC1-DT	0.9606	gamma-delta T cell	0.0081	28
ENSG00000261035	0.9993	CD8-positive, alpha-beta T cell	0.0009	28
ENSG00000261036	0.9331	myeloid dendritic cell	0.0122	28
ENSG00000261037	0.9997	enterocyte of epithelium of large intestine	0.0003	28
ENSG00000261038	1.0000	enterocyte of epithelium of large intestine	0.0000	28
WFDC21P	0.9719	BEST4+ enterocyte	0.7105	28
ENSG00000261041	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261043	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC02129	0.9584	regulatory T cell	0.0109	28
C2orf69P1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261047	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261048		B cell	0.0000	28
ENSG00000261049	0.8946	naive thymus-derived CD4-positive, alpha-beta T cell	0.0917	28
ENSG00000261051	0.9566	type L enteroendocrine cell	0.0497	28
SULT1A3	0.6525	tuft cell of colon	0.0486	28
NAMPTP3	1.0000	colon macrophage	0.0001	28
SYNM-AS2	0.9725	enteroglial cell	0.0090	28
ENSG00000261055	0.9665	mast cell	0.0083	28
ENSG00000261056	0.9244	tuft cell of colon	0.0594	28
LINC00555	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261058	0.7962	colon endothelial cell	0.0134	28
ENSG00000261060	0.9470	fibroblast	0.0018	28
ENSG00000261061		B cell	0.0000	28
ENSG00000261063	0.7292	mature NK T cell	0.0274	28
LINC02256	0.7606	innate lymphoid cell	0.4515	28
ENSG00000261065	1.0000	fibroblast	0.0004	28
ENSG00000261066	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261067	0.9449	naive thymus-derived CD4-positive, alpha-beta T cell	0.0047	28
ENSG00000261069		B cell	0.0000	28
ENSG00000261070	0.8600	type L enteroendocrine cell	0.0136	28
ENSG00000261071	0.7734	transit amplifying cell of colon	0.0253	28
ENSG00000261072	0.9633	B cell	0.0022	28
LINC01195	0.9225	regulatory T cell	0.0022	28
ENSG00000261076	0.9987	fibroblast	0.0008	28
ENSG00000261077	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261078	0.9653	enteroglial cell	0.0025	28
ENSG00000261079	0.8275	enterochromaffin-like cell	0.0624	28
RUNX2-AS1	0.9743	innate lymphoid cell	0.2605	28
ENSG00000261081	0.9998	enterocyte of epithelium of large intestine	0.0003	28
LINC01228	0.9169	fibroblast	0.0059	28
LINC02516	0.8887	fibroblast	0.0228	28
PPP1R1AP2	1.0000	colon endothelial cell	0.0000	28
ZNNT1	0.9510	myofibroblast cell	0.1518	28
CDC37P2	0.9438	enteroglial cell	0.0025	28
ENSG00000261090	0.9661	enteroglial cell	0.0057	28
LINC02178	0.9928	large intestine goblet cell	0.0006	28
ENSG00000261093	0.9139	tuft cell of colon	0.0155	28
ENSG00000261094	0.7430	mast cell	0.0317	28
ENSG00000261095	0.9781	enteroglial cell	0.0250	28
ENSG00000261096	0.8983	tuft cell of colon	0.0166	28
LINC00563	1.0000	CD4-positive, alpha-beta T cell	0.0010	28
ENSG00000261098	0.9368	natural killer cell	0.3125	28
ENSG00000261101	0.7979	mast cell	0.0250	28
ATP5MFP6	0.7369	monocyte	0.0633	28
ENSG00000261103	0.9913	enteroglial cell	0.0309	28
ENSG00000261104	0.9668	large intestine goblet cell	0.0102	28
LMO7-AS1	0.6726	tuft cell of colon	0.0298	28
ENSG00000261108	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261111		B cell	0.0000	28
ENSG00000261113	0.9142	myeloid leukocyte	0.0038	28
ENSG00000261114	0.7752	myeloid leukocyte	0.1595	28
TMEM178B	0.9111	enteroglial cell	0.4617	28
ENSG00000261116		B cell	0.0000	28
ENSG00000261117	0.9709	myofibroblast cell	0.0121	28
ENSG00000261118	0.8346	large intestine goblet cell	0.0979	28
LINC02473	0.9919	large intestine goblet cell	0.0480	28
LINC02167	0.9737	enterocyte of epithelium of large intestine	0.0008	28
ENSG00000261123	0.9661	paneth cell of colon	0.0494	28
ENSG00000261124	0.8897	colon macrophage	0.0315	28
RBFADN	0.9549	tuft cell of colon	0.0578	28
ENSG00000261127	0.9996	large intestine goblet cell	0.0015	28
ENSG00000261129	0.9844	enterocyte of epithelium of large intestine	0.0005	28
ENSG00000261130	0.9677	mature NK T cell	0.0906	28
ENSG00000261131	0.9006	CD4-positive, alpha-beta T cell	0.0028	28
ENSG00000261136	0.8658	enterochromaffin-like cell	0.0624	28
ENSG00000261140	0.8049	myeloid leukocyte	0.0591	28
ENSG00000261141	0.7982	type L enteroendocrine cell	0.0096	28
ADAMTS7P3	0.9362	colon endothelial cell	0.0059	28
ENSG00000261144		B cell	0.0000	28
ENSG00000261145	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261146	0.9719	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261147	0.9840	enterocyte of epithelium of large intestine	0.0006	28
EPPK1	0.8805	tuft cell of colon	0.8903	28
TIPINP2	0.9982	fibroblast	0.0004	28
ENSG00000261153		B cell	0.0000	28
LINC02131	0.9699	myeloid leukocyte	0.0036	28
LINC01989	0.9422	fibroblast	0.0058	28
ENSG00000261158	0.9522	mast cell	0.1468	28
ENSG00000261161	0.8974	enterocyte of epithelium of large intestine	0.0144	28
ENSG00000261166	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261167	0.7630	transit amplifying cell of colon	0.0143	28
ENSG00000261168	0.9462	colon endothelial cell	0.0087	28
ENSG00000261170	0.8162	naive thymus-derived CD4-positive, alpha-beta T cell	0.0108	28
ENSG00000261172	0.9738	monocyte	0.0414	28
DNAJA2-DT	0.7034	large intestine goblet cell	0.0346	28
HMGB1P33	0.9764	tuft cell of colon	0.0253	28
LINC02188	0.9922	myofibroblast cell	0.0964	28
ENSG00000261177	0.9207	myeloid leukocyte	0.0151	28
ENSG00000261178	0.9960	tuft cell of colon	0.0002	28
PLA2G10FP	0.9920	colon endothelial cell	0.0002	28
LINC03121	0.9871	enterocyte of epithelium of large intestine	0.0000	28
SPINT1-AS1	0.8072	intestinal crypt stem cell of colon	0.6596	28
ENSG00000261184	0.9968	enterocyte of epithelium of large intestine	0.0001	28
LINC03100	0.8408	naive thymus-derived CD4-positive, alpha-beta T cell	0.0064	28
ENSG00000261187	0.8695	enterochromaffin-like cell	0.0198	28
TFIP11-DT	0.7800	gamma-delta T cell	0.0138	28
DSP-AS1	0.8657	paneth cell of colon	0.1723	28
ENSG00000261191	0.7712	gamma-delta T cell	0.0279	28
RNF126P1	0.9864	large intestine goblet cell	0.0010	28
LINC01898	0.9587	BEST4+ enterocyte	0.0028	28
ENSG00000261195	0.8970	mast cell	0.0273	28
CYP4A43P		B cell	0.0000	28
ENSG00000261197		B cell	0.0000	28
ENSG00000261198	0.9996	tuft cell of colon	0.0005	28
UBE2FP2	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261200	0.8772	tuft cell of colon	0.0119	28
TNRC6B-DT	0.9010	mature NK T cell	0.0361	28
PLA2G10JP	0.9831	regulatory T cell	0.0029	28
ENSG00000261204	0.9488	CD4-positive, alpha-beta T cell	0.0017	28
NIFKP4	0.8471	mast cell	0.0034	28
LINC00561	0.9981	enterocyte of epithelium of large intestine	0.0003	28
ENSG00000261207	0.8725	naive thymus-derived CD4-positive, alpha-beta T cell	0.0070	28
ENSG00000261208	0.9070	transit amplifying cell of colon	0.0597	28
SULT1C2P2	0.9592	gamma-delta T cell	0.0013	28
CLEC19A	0.8263	enterocyte of epithelium of large intestine	0.0222	28
ENSG00000261211	0.9383	large intestine goblet cell	0.2683	28
ENSG00000261213	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261215	0.9432	colon endothelial cell	0.0025	28
ENSG00000261216	0.7728	regulatory T cell	0.1276	28
BCAP31P1	0.9914	myofibroblast cell	0.0003	28
ENSG00000261219	0.9865	colon endothelial cell	0.0081	28
ST3GAL1-DT	0.8090	mature NK T cell	0.0743	28
ZNF865	0.6892	innate lymphoid cell	0.1480	28
ENSG00000261226	0.9777	tuft cell of colon	0.0301	28
ENSG00000261227	0.9157	fibroblast	0.0682	28
ENSG00000261229		B cell	0.0000	28
LINC02133	0.8756	myeloid leukocyte	0.0719	28
ENSG00000261232	0.9760	tuft cell of colon	0.0004	28
ABCD1P3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261234	1.0000	enterocyte of epithelium of large intestine	0.0000	28
HSD17B2-AS1	0.8711	BEST4+ enterocyte	0.1564	28
BOP1	0.7316	transit amplifying cell of colon	0.2323	28
ENSG00000261238	1.0000	enterocyte of epithelium of large intestine	0.0003	28
ANKRD26P1	0.8529	colon macrophage	0.0057	28
ENSG00000261240	0.9612	B cell	0.0012	28
LINC02128	0.9440	paneth cell of colon	0.0054	28
ENSG00000261242	0.7628	mature NK T cell	0.0509	28
ENSG00000261243	0.9651	colon endothelial cell	0.0078	28
ENSG00000261244		B cell	0.0000	28
ENSG00000261245	0.9632	tuft cell of colon	0.0013	28
GOLGA8T	0.9711	fibroblast	0.0005	28
ENSG00000261248	0.9816	tuft cell of colon	0.0670	28
LINC01751	0.9691	tuft cell of colon	0.0081	28
ENSG00000261250	0.9943	tuft cell of colon	0.0217	28
EFCAB6-DT	0.8744	large intestine goblet cell	0.0082	28
ENSG00000261253	0.9824	natural killer cell	0.1067	28
ENSG00000261257	1.0000	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000261259	0.9884	CD4-positive, alpha-beta T cell	0.0008	28
ENSG00000261260	0.8857	large intestine goblet cell	0.0331	28
ENSG00000261261	0.8470	transit amplifying cell of colon	0.0321	28
ENSG00000261263		B cell	0.0000	28
ENSG00000261265	0.9993	large intestine goblet cell	0.0013	28
ENSG00000261266	0.9439	type L enteroendocrine cell	0.0405	28
ENSG00000261267	0.7331	innate lymphoid cell	0.2651	28
QKILA	0.9858	enteroglial cell	0.0291	28
ENSG00000261269		B cell	0.0000	28
ENSG00000261270	0.8751	type L enteroendocrine cell	0.0166	28
MUC22	0.9421	colon macrophage	0.0053	28
TP53TG3GP	1.0000	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000261275	0.9861	tuft cell of colon	0.0003	28
ENSG00000261276	0.9969	enteroglial cell	0.0017	28
ENSG00000261278	0.9459	B cell	0.0014	28
ULK4P1	0.9397	myeloid leukocyte	0.0067	28
ENSG00000261281		B cell	0.0000	28
SOD1P2		B cell	0.0000	28
RBM22P13	0.9906	tuft cell of colon	0.0001	28
ENSG00000261285	0.9314	naive thymus-derived CD4-positive, alpha-beta T cell	0.0140	28
ATP2C2-AS1	0.7802	large intestine goblet cell	0.0126	28
ENSG00000261288	0.9920	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261289	0.9996	CD4-positive, alpha-beta T cell	0.0002	28
CYP4A44P		B cell	0.0000	28
ENSG00000261291	0.9489	transit amplifying cell of colon	0.0061	28
ENSG00000261292		B cell	0.0000	28
ENSG00000261293	0.9528	enterocyte of epithelium of large intestine	0.0008	28
ENSG00000261294	0.9723	large intestine goblet cell	0.0301	28
ENSG00000261296	0.9970	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000261298	0.9927	enterocyte of epithelium of large intestine	0.0000	28
C2orf69P3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
NUP93-DT	0.9632	myofibroblast cell	0.2704	28
GOLGA6GP	0.8667	type L enteroendocrine cell	0.0389	28
LINC02252	0.9553	large intestine goblet cell	0.0045	28
ENSG00000261307	1.0000	enterocyte of epithelium of large intestine	0.0000	28
FIGNL2	0.8205	colon endothelial cell	0.0275	28
ENSG00000261310	0.9876	gamma-delta T cell	0.0011	28
ENSG00000261312	0.9408	myeloid dendritic cell	0.0625	28
ENSG00000261313	0.8575	B cell	0.0064	28
ENSG00000261314	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LARP4P	0.8229	colon macrophage	0.0108	28
LINC01834	0.9998	fibroblast	0.0004	28
DIS3L-AS1	0.9329	tuft cell of colon	0.0279	28
LINC02152	0.9976	colon endothelial cell	0.0016	28
ENSG00000261320	0.9543	transit amplifying cell of colon	0.0308	28
ENSG00000261324	0.6632	innate lymphoid cell	0.2010	28
LINC02192	0.9512	enteroglial cell	0.0058	28
LINC01355	0.7664	tuft cell of colon	0.0519	28
ENSG00000261327	0.9497	myeloid dendritic cell	0.0764	28
ENSG00000261329	0.8746	enteroglial cell	0.1221	28
PPIAP50	0.9888	enteroglial cell	0.0031	28
ITGAL-AS1	0.9852	naive thymus-derived CD4-positive, alpha-beta T cell	0.0115	28
CD24P2	0.9985	paneth cell of colon	0.0001	28
ENSG00000261334	0.8612	enteroglial cell	0.0110	28
ENSG00000261335	0.8981	large intestine goblet cell	0.4976	28
EIF4BP5	0.8777	myeloid leukocyte	0.0215	28
ENSG00000261338	0.7286	naive thymus-derived CD4-positive, alpha-beta T cell	0.0240	28
LINC01616	0.9800	enterocyte of epithelium of large intestine	0.0000	28
SMIM47	0.8608	enteroglial cell	0.0500	28
ENSG00000261342	0.9024	B cell	0.0050	28
ENSG00000261346	0.9045	regulatory T cell	0.0948	28
ENSG00000261347	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC02136	0.9873	mast cell	0.1082	28
ENSG00000261349	0.8095	tuft cell of colon	0.0069	28
ENSG00000261351	0.9557	natural killer cell	0.1152	28
ENSG00000261356	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261357	0.9151	enterocyte of epithelium of large intestine	0.0074	28
PYCARD-AS1	0.7660	fibroblast	0.0435	28
OTULIN-DT	0.9530	enterochromaffin-like cell	0.1785	28
ENSG00000261362	1.0000	colon endothelial cell	0.0000	28
ENSG00000261363	0.9993	B cell	0.0101	28
ENSG00000261364	0.9998	CD4-positive, alpha-beta T cell	0.0006	28
ENSG00000261365	1.0000	enterocyte of epithelium of large intestine	0.0000	28
MANEA-DT	0.7119	plasma cell	0.0524	28
ENSG00000261367	0.7531	colon endothelial cell	0.0210	28
ENSG00000261368	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000261369	0.8184	natural killer cell	0.1223	28
PECAM1	0.9675	colon endothelial cell	7.5598	28
VPS9D1-AS1	0.8944	transit amplifying cell of colon	0.0268	28
GOLGA6L23P	0.9937	colon endothelial cell	0.0066	28
ENSG00000261376	1.0000	paneth cell of colon	0.0000	28
