gene	tau	top_cell_state	top_expr	n_states
TTPAL	0.3338	enteric neuron	0.1088	21
SERINC3	0.6644	endothelial cell of artery	1.1068	21
PKIG	0.8283	endothelial cell of artery	2.6176	21
ADA	0.7958	endothelial cell of artery	0.6346	21
KCNK15-AS1	0.8403	enteroendocrine cell	0.0142	21
CCN5	0.8885	endothelial cell of artery	0.0023	21
KCNK15	0.9030	enteroendocrine cell	0.0252	21
RIMS4	0.8796	colon epithelial cell	0.0819	21
YWHAB	0.4065	endothelial cell of artery	3.1710	21
PABPC1L	0.5974	colon epithelial cell	0.1128	21
TOMM34	0.3918	progenitor cell	0.2705	21
STK4-DT	0.8768	interstitial cell of Cajal	0.0021	21
STK4	0.7832	hematopoietic cell	0.8705	21
KCNS1	0.9496	neural crest cell	0.0126	21
WFDC12	0.9874	enterocyte	0.0003	21
PI3	0.9638	enterocyte	0.0884	21
SLPI	0.9841	mesothelial cell	0.6564	21
MATN4	0.8580	neural crest cell	0.0153	21
RBPJL	0.9941	stem cell	0.0459	21
SDC4	0.8070	colon epithelial cell	1.0036	21
SYS1	0.3386	endothelial cell of lymphatic vessel	0.3228	21
SYS1-DBNDD2	0.9733	interstitial cell of Cajal	0.0024	21
TP53TG5	0.8131	erythroblast	0.0019	21
DBNDD2	0.8397	colon epithelial cell	0.0027	21
PIGT	0.4085	endothelial cell of lymphatic vessel	0.7416	21
ENSG00000277022	0.6762	endothelial cell of lymphatic vessel	0.0071	21
WFDC2	0.8559	intestine goblet cell	0.5792	21
WFDC10A	0.9028	myofibroblast cell	0.0006	21
WFDC10B	0.9534	intestine goblet cell	0.0023	21
WFDC3	0.6608	enteric smooth muscle cell	0.0175	21
DNTTIP1	0.2876	hematopoietic cell	0.5146	21
UBE2C	0.6625	neural crest cell	4.0548	21
TNNC2	0.8344	intestine goblet cell	0.0684	21
SNX21	0.6818	pericyte	0.2244	21
ACOT8	0.3630	endothelial cell of lymphatic vessel	0.2604	21
ZSWIM3	0.5518	endothelial cell of artery	0.0351	21
ZSWIM1	0.3988	mesodermal cell	0.0316	21
SPATA25	0.9221	endothelial cell of artery	0.0051	21
NEURL2	0.5662	enterocyte	0.1107	21
CTSA	0.7666	enterocyte	1.6123	21
ENSG00000271984	0.9233	endothelial cell of artery	0.0037	21
PLTP	0.8530	hematopoietic cell	1.9169	21
PCIF1	0.3756	enteric neuron	0.3411	21
ZNF335	0.4437	endothelial cell of lymphatic vessel	0.1034	21
MMP9	0.9382	endothelial cell of lymphatic vessel	0.0609	21
SLC12A5-AS1	0.8030	endothelial cell of lymphatic vessel	0.0131	21
SLC12A5	0.6728	hematopoietic cell	0.2028	21
NCOA5	0.4576	enteric neuron	0.1637	21
CD40	0.9210	endothelial cell of artery	0.8479	21
CDH22	0.9883	enteric neuron	0.0083	21
SLC35C2	0.2633	endothelial cell of artery	0.3528	21
ENSG00000273828	0.8544	colon epithelial cell	0.0006	21
ELMO2	0.4885	pericyte	0.1589	21
ZNF334	0.4127	mesodermal cell	0.1410	21
OCSTAMP	0.9328	endothelial cell of artery	0.0043	21
SLC13A3	0.6621	mesothelial cell	0.0380	21
TP53RK	0.4239	enteric neuron	0.3609	21
TP53RK-DT	0.8000	endothelial cell of lymphatic vessel	0.0099	21
SLC2A10	0.4691	colon epithelial cell	0.1467	21
EYA2	0.8793	enteroendocrine cell	0.0463	21
ZMYND8	0.3949	endothelial cell of lymphatic vessel	0.7029	21
ENSG00000267882	0.8305	interstitial cell of Cajal	0.0031	21
ENSG00000231119	0.9548	endothelial cell of artery	0.0306	21
LINC01754	0.9755	hematopoietic cell	0.0015	21
NCOA3	0.5409	enteric neuron	0.4337	21
SULF2	0.7848	enteric smooth muscle cell	1.4583	21
ENSG00000255438	0.9566	endothelial cell of lymphatic vessel	0.0052	21
LINC00494	0.9219	enteric smooth muscle cell	0.0156	21
ENSG00000236874	0.9633	mesodermal cell	0.0001	21
ENSG00000274261	0.9194	interstitial cell of Cajal	0.0030	21
ENSG00000281460	0.9964	enteric smooth muscle cell	0.0054	21
PREX1	0.9304	endothelial cell of artery	1.5810	21
ENSG00000278231	0.9443	endothelial cell of artery	0.0120	21
ARFGEF2	0.6151	endothelial cell of lymphatic vessel	0.1768	21
CSE1L-DT	0.8382	progenitor cell	0.0007	21
CSE1L	0.5124	neural crest cell	0.6846	21
STAU1	0.3511	endothelial cell of lymphatic vessel	1.1141	21
DDX27	0.2620	mesodermal cell	0.4451	21
ZNFX1	0.6041	endothelial cell of artery	0.1509	21
ZFAS1	0.5107	epithelial cell	14.4818	21
KCNB1	0.9090	enteric smooth muscle cell	0.1386	21
PTGIS	0.7638	interstitial cell of Cajal	0.3641	21
B4GALT5	0.5323	epithelial cell	0.4471	21
SLC9A8	0.3523	enteroendocrine cell	0.0429	21
SPATA2	0.3596	enteroendocrine cell	0.0719	21
RNF114	0.1932	enterocyte	0.7106	21
SNAI1	0.6563	fibroblast	0.2460	21
PEDS1-UBE2V1	0.9715	colon epithelial cell	0.0004	21
UBE2V1	0.6210	endothelial cell of lymphatic vessel	0.1412	21
PEDS1	0.7495	endothelial cell of artery	0.8733	21
LINC01275	0.8334	endothelial cell of artery	0.0040	21
LINC01273	0.6239	endothelial cell of artery	0.0184	21
CEBPB-AS1	0.6933	fibroblast	0.0083	21
CEBPB	0.8356	hematopoietic cell	1.8335	21
PELATON	0.9995	hematopoietic cell	0.2575	21
LINC01270	0.7064	enteric smooth muscle cell	0.0071	21
LINC01271	0.9680	mesothelial cell	0.0002	21
PTPN1	0.4925	hematopoietic cell	0.3174	21
ENSG00000232043	0.8238	progenitor cell	0.0005	21
RIPOR3	0.9013	interstitial cell of Cajal	0.3987	21
RIPOR3-AS1	0.8714	fibroblast	0.0028	21
PARD6B	0.8805	mesothelial cell	0.8549	21
BCAS4	0.7025	mesothelial cell	0.2661	21
ADNP	0.3819	enteric neuron	0.7068	21
ADNP-AS1	0.7498	mesothelial cell	0.0689	21
DPM1	0.2447	endothelial cell of artery	0.7171	21
MOCS3	0.2952	interstitial cell of Cajal	0.0909	21
ENSG00000232358	0.9786	hematopoietic cell	0.0007	21
KCNG1	0.9028	myofibroblast cell	0.3344	21
NFATC2	0.7547	hematopoietic cell	0.3655	21
ATP9A	0.6095	endothelial cell of lymphatic vessel	0.4035	21
SALL4	0.7321	colon epithelial cell	0.1841	21
LINC01429	0.9391	epithelial cell	0.0043	21
ZFP64	0.5782	endothelial cell of lymphatic vessel	0.2434	21
LINC01524	0.9493	endothelial cell of lymphatic vessel	0.0034	21
TSHZ2	0.8155	interstitial cell of Cajal	7.0737	21
ENSG00000223492	0.7816	erythroblast	0.0024	21
ENSG00000227705	0.9435	mesodermal cell	0.0008	21
ENSG00000271774	0.7190	mesodermal cell	0.0014	21
ENSG00000231703	0.8856	fibroblast	0.0041	21
ENSG00000259723	0.9871	colon epithelial cell	0.0007	21
ZNF217-AS1	0.7531	myofibroblast cell	0.0039	21
ZNF217	0.6667	hematopoietic cell	0.3285	21
BCAS1	0.9718	intestine goblet cell	0.8002	21
ENSG00000236352	0.8789	hematopoietic cell	0.0024	21
CYP24A1	0.9828	enteric neuron	0.0077	21
PFDN4	0.6106	enteric neuron	2.5556	21
DOK5	0.8827	mesothelial cell	0.2118	21
LINC01441	0.9220	intestine goblet cell	0.0012	21
CBLN4	0.9175	mesodermal cell	0.0439	21
ENSG00000230843	0.9745	erythroblast	0.0006	21
FAM210B	0.8604	erythroblast	2.6628	21
AURKA	0.5117	neural crest cell	0.4133	21
CSTF1	0.3284	mesodermal cell	0.2860	21
CASS4	0.9945	hematopoietic cell	0.0770	21
RTF2	0.3323	endothelial cell of lymphatic vessel	1.0856	21
GCNT7	0.9606	fibroblast	0.0002	21
FAM209A	0.8658	vein endothelial cell	0.0016	21
FAM209B	0.7989	interstitial cell of Cajal	0.0062	21
TFAP2C	0.9600	enteric smooth muscle cell	0.0662	21
BMP7	0.8438	fibroblast	0.3514	21
ENSG00000226308	0.9379	colon epithelial cell	0.0073	21
RAE1	0.3023	epithelial cell	0.5072	21
RBM38-AS1	0.6722	mesodermal cell	0.0083	21
RBM38	0.7599	enteric smooth muscle cell	0.4270	21
CTCFL	0.8234	vein endothelial cell	0.0063	21
PCK1	0.8605	colon epithelial cell	0.0969	21
ZBP1	0.9423	hematopoietic cell	0.0019	21
PMEPA1	0.6581	pericyte	0.3370	21
NKILA	0.6197	myofibroblast cell	0.0403	21
ENSG00000203971	0.9933	interstitial cell of Cajal	0.0025	21
CIMIP1	0.9848	enteric neuron	0.0012	21
RAB22A	0.2990	endothelial cell of artery	0.2712	21
VAPB	0.2715	neural crest cell	0.3661	21
APCDD1L	0.8808	enteric smooth muscle cell	0.0141	21
ENSG00000254620	0.9631	myofibroblast cell	0.0011	21
LINC01711	0.7966	enteric smooth muscle cell	0.0057	21
STX16	0.2982	endothelial cell of lymphatic vessel	0.3799	21
STX16-NPEPL1	0.7255	interstitial cell of Cajal	0.0060	21
NPEPL1	0.4390	endothelial cell of artery	0.1997	21
ENSG00000268649	0.7330	mesothelial cell	0.0066	21
GNAS-AS1	0.4723	mesothelial cell	0.0155	21
GNAS	0.5955	endothelial cell of artery	9.0669	21
ENSG00000225806	0.6555	epithelial cell	0.0100	21
ENSG00000270951	0.8076	interstitial cell of Cajal	0.0010	21
NELFCD	0.3485	interstitial cell of Cajal	0.9689	21
CTSZ	0.8210	hematopoietic cell	1.5773	21
TUBB1	0.9867	hematopoietic cell	0.5244	21
ATP5F1E	0.7147	endothelial cell of lymphatic vessel	34.7208	21
PRELID3B	0.3809	enteroendocrine cell	0.5926	21
ZNF831	0.9947	endothelial cell of lymphatic vessel	0.0433	21
EDN3	0.9165	interstitial cell of Cajal	3.4865	21
ENSG00000225129	0.9716	mesodermal cell	0.0002	21
PHACTR3	0.9650	enteric neuron	0.3912	21
SYCP2	0.6102	pericyte	0.0236	21
FAM217B	0.5935	enteric neuron	0.4186	21
PPP1R3D	0.4873	mesothelial cell	0.0821	21
CDH26	0.9546	endothelial cell of lymphatic vessel	0.0407	21
ENSG00000276093	0.8408	enteric neuron	0.0029	21
MIR646HG	0.7878	endothelial cell of lymphatic vessel	0.0315	21
CDH4	0.8510	neural crest cell	0.0575	21
ENSG00000277270	0.9344	neural crest cell	0.0002	21
ENSG00000179253	0.8286	interstitial cell of Cajal	0.0032	21
TAF4	0.4080	enteric neuron	0.1130	21
ENSG00000283078	0.5513	mesodermal cell	0.0063	21
LSM14B	0.3187	neural crest cell	0.1423	21
PSMA7	0.4429	endothelial cell of artery	5.9265	21
SS18L1	0.5916	enteric neuron	0.1770	21
MTG2	0.3690	interstitial cell of Cajal	0.1557	21
HRH3	0.9939	enteric neuron	0.1086	21
OSBPL2	0.6548	endothelial cell of lymphatic vessel	0.3234	21
ADRM1	0.5157	endothelial cell of artery	1.2091	21
ENSG00000226332	0.9084	mesothelial cell	0.0929	21
LAMA5	0.8342	mesothelial cell	1.0343	21
LAMA5-AS1	0.9143	fibroblast	0.0005	21
RPS21-DT	0.5971	enteroendocrine cell	0.0833	21
RPS21	0.3530	colon epithelial cell	23.1521	21
CABLES2	0.5067	intestine goblet cell	0.0630	21
RBBP8NL	0.8075	intestine goblet cell	0.3274	21
ENSG00000233017	0.8709	progenitor cell	0.1537	21
GATA5	0.8017	progenitor cell	0.6262	21
ENSG00000272050	0.8579	stem cell	0.0100	21
CRMA	0.9592	enteric smooth muscle cell	0.2743	21
MIR1-1HG	0.9534	enteric smooth muscle cell	0.0057	21
ENSG00000264490	0.9941	enteric smooth muscle cell	0.0014	21
ENSG00000229882	0.9757	enteric smooth muscle cell	0.0005	21
ENSG00000167046	0.9520	mesothelial cell	0.0040	21
SLCO4A1	0.8559	mesothelial cell	0.0614	21
SLCO4A1-AS2	0.7477	colon epithelial cell	0.0088	21
ENSG00000276317	0.9767	hematopoietic cell	0.0018	21
NTSR1	0.8972	interstitial cell of Cajal	0.0396	21
ENSG00000223669	0.9184	progenitor cell	0.0001	21
LINC00659	0.7904	enteroendocrine cell	0.0059	21
MRGBP	0.3516	endothelial cell of artery	0.2019	21
OGFR-AS1	0.7149	hematopoietic cell	0.0019	21
OGFR	0.5107	hematopoietic cell	0.4759	21
COL9A3	0.9230	mesothelial cell	4.4234	21
TCFL5	0.8642	endothelial cell of lymphatic vessel	0.2272	21
DIDO1	0.3372	mesodermal cell	0.3279	21
ENSG00000273759	0.5661	fibroblast	0.0220	21
GID8	0.2012	colon epithelial cell	0.5573	21
SLC17A9	0.7017	colon epithelial cell	0.1095	21
HAR1B	0.9766	mesothelial cell	0.0015	21
HAR1A	0.9197	pericyte	0.0010	21
ENSG00000260416	0.9780	endothelial cell of artery	0.0010	21
YTHDF1	0.3189	enteroendocrine cell	0.1788	21
ENSG00000273821	0.7952	neural crest cell	0.0051	21
BIRC7	0.8385	endothelial cell of lymphatic vessel	0.0190	21
NKAIN4	0.8822	neural crest cell	2.4826	21
FLJ16779	0.7566	neural crest cell	0.0635	21
ARFGAP1	0.3715	endothelial cell of artery	0.2301	21
COL20A1	0.9641	neural crest cell	0.4377	21
CHRNA4	0.9685	enteric neuron	0.0746	21
ENSG00000203900	0.9357	enteric neuron	0.0045	21
KCNQ2	0.9159	enteric neuron	0.9522	21
KCNQ2-AS1	0.9606	colon epithelial cell	0.0004	21
EEF1A2	0.9885	enteric neuron	0.2879	21
PPDPF	0.4765	colon epithelial cell	14.4377	21
PTK6	0.6671	colon epithelial cell	0.0160	21
ENSG00000275812	0.7418	enteric neuron	0.0017	21
FNDC11	0.8432	enteroendocrine cell	0.0243	21
HELZ2	0.6618	endothelial cell of artery	0.1720	21
GMEB2	0.4260	endothelial cell of lymphatic vessel	0.0877	21
MHENCR	0.5142	enteroendocrine cell	0.1195	21
STMN3	0.8024	enteric neuron	1.4012	21
RTEL1	0.7563	myofibroblast cell	0.0018	21
RTEL1-TNFRSF6B	0.7611	stem cell	0.0009	21
ARFRP1	0.5012	endothelial cell of artery	0.4955	21
ZGPAT	0.7536	mesothelial cell	0.0047	21
ENSG00000273154	0.9180	endothelial cell of artery	0.0035	21
ENSG00000274501	0.8392	interstitial cell of Cajal	0.0027	21
LIME1	0.9157	progenitor cell	0.0008	21
SLC2A4RG	0.4052	colon epithelial cell	0.5044	21
ZBTB46	0.8218	endothelial cell of artery	0.2483	21
ZBTB46-AS2	0.6723	pericyte	0.0070	21
ZBTB46-AS1	0.9661	vein endothelial cell	0.0009	21
ENSG00000268858	0.2943	epithelial cell	0.0333	21
ABHD16B	0.8256	myofibroblast cell	0.0013	21
TPD52L2	0.5367	endothelial cell of lymphatic vessel	1.0020	21
DNAJC5	0.5411	endothelial cell of lymphatic vessel	0.2388	21
UCKL1	0.3200	enteric neuron	0.2957	21
UCKL1-AS1	0.6065	endothelial cell of lymphatic vessel	0.0257	21
ZNF512B	0.5054	endothelial cell of artery	0.1641	21
SAMD10	0.8561	endothelial cell of lymphatic vessel	0.1804	21
PRPF6	0.3556	enteric neuron	0.7649	21
C20orf204	0.9623	endothelial cell of lymphatic vessel	0.6638	21
SOX18	0.9609	endothelial cell of artery	2.1305	21
TCEA2	0.4228	endothelial cell of artery	0.9440	21
ENSG00000237371	0.9366	vein endothelial cell	0.0003	21
RGS19	0.9366	hematopoietic cell	1.3991	21
OPRL1	0.8059	endothelial cell of lymphatic vessel	0.0487	21
LKAAEAR1	0.7537	vein endothelial cell	0.0344	21
MYT1	0.9622	enteric neuron	0.5319	21
PCMTD2	0.6381	mesothelial cell	0.7001	21
ENSG00000149656	0.7595	enteric smooth muscle cell	0.0013	21
ENSG00000282535	0.9775	enteric smooth muscle cell	0.0003	21
ENSG00000282393	0.6968	pericyte	0.0843	21
PLPP2	0.9488	enteric smooth muscle cell	0.2877	21
MIER2	0.4835	enteric smooth muscle cell	0.2447	21
ENSG00000267124	0.9381	enteroendocrine cell	0.0030	21
SPMAP2	0.9947	enteroendocrine cell	0.0157	21
ENSG00000267443	0.9644	enteroendocrine cell	0.0029	21
C2CD4C	0.8116	interstitial cell of Cajal	0.1877	21
SHC2	0.5723	endothelial cell of artery	0.2575	21
CIMAP1D	0.9272	vein endothelial cell	0.0709	21
MADCAM1	0.9796	vein endothelial cell	7.1334	21
MADCAM1-AS1	0.8723	endothelial cell of lymphatic vessel	0.0117	21
TPGS1	0.5277	interstitial cell of Cajal	1.0842	21
CDC34	0.2966	endothelial cell of artery	0.4866	21
GZMM	0.9212	hematopoietic cell	0.0798	21
BSG-AS1	0.5027	colon epithelial cell	0.1194	21
BSG	0.3593	colon epithelial cell	6.0894	21
HCN2	0.8855	enteric neuron	0.0068	21
POLRMT	0.3680	colon epithelial cell	0.2321	21
ENSG00000261204	0.8947	enteric neuron	0.0008	21
FGF22	0.8025	enteroendocrine cell	0.0130	21
RNF126	0.2589	colon epithelial cell	0.5047	21
ENSG00000267666	0.6756	enteric neuron	0.0046	21
FSTL3	0.7190	mesothelial cell	0.2989	21
PRSS57	0.9722	hematopoietic cell	0.2508	21
PALM	0.6342	enteric neuron	0.6480	21
MISP	0.7559	enterocyte	0.9864	21
ENSG00000272473	0.8910	endothelial cell of artery	0.0188	21
LINC01836	0.8089	mesothelial cell	0.0330	21
PTBP1	0.2448	progenitor cell	1.5149	21
PLPPR3	0.9088	enteric neuron	0.3331	21
AZU1	0.9879	hematopoietic cell	0.5076	21
PRTN3	0.9978	hematopoietic cell	0.9914	21
ELANE	0.9784	mesothelial cell	0.0065	21
CFD	0.8057	hematopoietic cell	0.6428	21
MED16	0.2814	colon epithelial cell	0.3342	21
R3HDM4	0.8026	erythroblast	0.9374	21
KISS1R	0.9007	intestine goblet cell	0.1865	21
ARID3A	0.7548	colon epithelial cell	2.9626	21
WDR18	0.2768	epithelial cell	0.7539	21
ENSG00000266990	0.5828	myofibroblast cell	0.0035	21
GRIN3B	0.9480	mesothelial cell	0.0134	21
TMEM259	0.3487	endothelial cell of artery	0.5834	21
ENSG00000274177	0.8333	enteroendocrine cell	0.0021	21
CNN2	0.7481	myofibroblast cell	3.6859	21
ABCA7	0.8385	hematopoietic cell	0.0617	21
ARHGAP45	0.9305	hematopoietic cell	0.5006	21
POLR2E	0.2070	epithelial cell	1.7390	21
GPX4	0.5044	endothelial cell of artery	6.0489	21
SBNO2	0.5282	hematopoietic cell	0.0756	21
STK11	0.3414	hematopoietic cell	0.1703	21
CBARP	0.7802	enteric neuron	0.0338	21
CBARP-DT	0.8826	interstitial cell of Cajal	0.0057	21
ATP5F1D	0.2331	enterocyte	3.9464	21
MIDN	0.5859	endothelial cell of artery	1.3897	21
CIRBP	0.5219	enteric neuron	13.1006	21
CIRBP-AS1	0.7048	mesothelial cell	0.0023	21
FAM174C	0.4090	endothelial cell of lymphatic vessel	0.5867	21
PWWP3A	0.5750	enteric neuron	1.0073	21
EFNA2	0.9015	colon epithelial cell	0.0034	21
ENSG00000267372	0.8486	intestine goblet cell	0.0016	21
ENSG00000267755	0.9560	interstitial cell of Cajal	0.0047	21
NDUFS7	0.5004	endothelial cell of lymphatic vessel	2.6152	21
ENSG00000280486	0.8777	mesothelial cell	0.0008	21
ENSG00000248015	0.8870	endothelial cell of lymphatic vessel	0.0219	21
GAMT	0.6709	progenitor cell	1.7223	21
DAZAP1	0.3173	intestine goblet cell	0.6565	21
RPS15	0.3247	intestine goblet cell	57.4570	21
ENSG00000268798	0.6019	enteric neuron	0.0614	21
APC2	0.9869	enteric neuron	0.3707	21
ENSG00000267317	0.3800	enteric smooth muscle cell	0.0271	21
C19orf25	0.3037	interstitial cell of Cajal	0.4502	21
PCSK4	0.6888	colon epithelial cell	0.0558	21
REEP6	0.8427	enterocyte	4.4207	21
ADAMTSL5	0.8169	epithelial cell	0.1414	21
ENSG00000267092	0.9240	epithelial cell	0.0088	21
PLK5	0.7839	progenitor cell	0.0060	21
MEX3D	0.4724	endothelial cell of artery	0.1637	21
MBD3	0.3284	endothelial cell of lymphatic vessel	0.2554	21
UQCR11	0.4100	endothelial cell of lymphatic vessel	5.2227	21
TCF3	0.3014	vein endothelial cell	0.3769	21
ENSG00000267073	0.9989	enteroendocrine cell	0.0308	21
ONECUT3	0.9948	enteroendocrine cell	0.8368	21
ATP8B3	0.8811	vein endothelial cell	0.0586	21
REXO1	0.4691	endothelial cell of artery	0.1750	21
ENSG00000267007	0.7506	mesothelial cell	0.0018	21
ENSG00000267125	0.9814	fibroblast	0.0003	21
KLF16	0.6800	myofibroblast cell	0.1527	21
ENSG00000261526	0.7007	endothelial cell of artery	0.1380	21
ENSG00000267232	0.9368	mesodermal cell	0.0002	21
ABHD17A	0.8354	endothelial cell of artery	1.6177	21
SCAMP4	0.3289	endothelial cell of artery	0.3628	21
ADAT3	0.5319	epithelial cell	0.0269	21
CSNK1G2	0.4305	endothelial cell of lymphatic vessel	0.2740	21
BTBD2	0.3567	progenitor cell	0.2636	21
MKNK2	0.5560	endothelial cell of lymphatic vessel	0.5426	21
MOB3A	0.6292	hematopoietic cell	0.4524	21
IZUMO4	0.6800	interstitial cell of Cajal	0.0591	21
AP3D1	0.3183	endothelial cell of artery	0.6888	21
DOT1L	0.4784	enteric neuron	0.1689	21
ENSG00000267122	0.8731	vein endothelial cell	0.0033	21
PLEKHJ1	0.4660	colon epithelial cell	1.9903	21
SF3A2	0.3178	interstitial cell of Cajal	0.7593	21
AMH	0.7839	enteric neuron	0.0466	21
JSRP1	0.9294	enteroendocrine cell	0.0645	21
OAZ1	0.6614	hematopoietic cell	15.0328	21
PEAK3	0.9558	hematopoietic cell	0.0159	21
LINGO3	0.9046	hematopoietic cell	0.0065	21
LSM7	0.3203	neural crest cell	3.7182	21
SPPL2B	0.4445	enteroendocrine cell	0.3978	21
TMPRSS9	0.9373	neural crest cell	0.0748	21
TIMM13	0.3485	enterocyte	4.3345	21
LMNB2	0.5547	neural crest cell	0.6941	21
LINC01775	0.8751	endothelial cell of lymphatic vessel	0.0043	21
GADD45B	0.7719	hematopoietic cell	2.0181	21
GNG7	0.8144	hematopoietic cell	0.4288	21
DIRAS1	0.9163	enteric neuron	0.1556	21
SLC39A3	0.4059	hematopoietic cell	0.3768	21
SGTA	0.3371	neural crest cell	0.4633	21
THOP1	0.3557	neural crest cell	0.2544	21
ZNF554	0.4601	myofibroblast cell	0.0561	21
ZNF555	0.4869	enteric neuron	0.0876	21
ZNF556	0.7170	endothelial cell of lymphatic vessel	0.0153	21
ZNF57	0.7440	epithelial cell	0.1601	21
ENSG00000253392	0.6255	endothelial cell of lymphatic vessel	0.0064	21
ZNF77	0.3984	enteroendocrine cell	0.0483	21
TLE6	0.9033	enteric neuron	0.1501	21
TLE2	0.5824	enteroendocrine cell	0.4894	21
TLE5	0.4778	endothelial cell of artery	2.2201	21
ENSG00000267469	0.7829	hematopoietic cell	0.0139	21
GNA11	0.5288	enterocyte	0.4101	21
ENSG00000267139	0.9692	mesodermal cell	0.0001	21
ENSG00000267688	0.9842	hematopoietic cell	0.0035	21
GNA15	0.9918	hematopoietic cell	0.5287	21
GNA15-DT	0.9966	hematopoietic cell	0.0115	21
S1PR4	0.9679	hematopoietic cell	0.1970	21
NCLN	0.3472	colon epithelial cell	0.2813	21
CELF5	0.9537	enteric neuron	0.3260	21
ENSG00000267448	0.9507	pericyte	0.0011	21
NFIC	0.6663	myofibroblast cell	0.8917	21
SMIM24	0.8429	enterocyte	3.0267	21
DOHH	0.3063	endothelial cell of lymphatic vessel	0.2363	21
FZR1	0.3642	neural crest cell	0.2801	21
MFSD12	0.6551	hematopoietic cell	0.1912	21
TEKTIP1	0.9016	hematopoietic cell	0.0019	21
MFSD12-AS1	0.8829	interstitial cell of Cajal	0.0009	21
ENSG00000267231	0.7590	pericyte	0.0017	21
HMG20B	0.4595	enteric smooth muscle cell	1.2565	21
GIPC3	0.9472	endothelial cell of artery	0.1338	21
TBXA2R	0.9135	endothelial cell of artery	0.5738	21
CACTIN-AS1	0.9309	endothelial cell of artery	0.0033	21
CACTIN	0.3255	endothelial cell of artery	0.0747	21
PIP5K1C	0.7264	endothelial cell of artery	0.3870	21
ENSG00000267304	0.9346	enteric smooth muscle cell	0.0014	21
TJP3	0.8135	colon epithelial cell	0.4382	21
APBA3	0.4686	endothelial cell of lymphatic vessel	0.1331	21
ENSG00000267205	0.7069	intestine goblet cell	0.0038	21
MRPL54	0.2696	hematopoietic cell	0.8460	21
RAX2	0.9827	mesothelial cell	0.0028	21
MATK	0.9370	hematopoietic cell	0.4403	21
ZFR2	0.8649	enteric neuron	0.1473	21
ATCAY	0.9918	enteric neuron	0.8283	21
NMRK2	0.9876	colon epithelial cell	0.0015	21
DAPK3	0.6510	enteric smooth muscle cell	0.8836	21
EEF2	0.3650	enteric neuron	19.7347	21
PIAS4	0.4398	enteric neuron	0.3336	21
ZBTB7A	0.5760	colon epithelial cell	0.3105	21
MAP2K2	0.2317	colon epithelial cell	0.5414	21
CREB3L3	0.9460	enterocyte	0.2786	21
SIRT6	0.3035	enteric neuron	0.2284	21
ANKRD24	0.8508	enteric neuron	0.0061	21
EBI3	0.9772	hematopoietic cell	0.2459	21
YJU2	0.2704	enteric neuron	0.1888	21
SHD	0.9605	enteric neuron	1.6851	21
TMIGD2	0.9546	hematopoietic cell	0.1888	21
FSD1	0.9154	enteric neuron	0.5939	21
STAP2	0.7872	endothelial cell of lymphatic vessel	0.4923	21
ENSG00000269425	0.9765	vein endothelial cell	0.0002	21
MPND	0.4281	enteric neuron	0.1283	21
ENSG00000269807	0.8112	endothelial cell of artery	0.0021	21
ENSG00000269318	0.8857	endothelial cell of lymphatic vessel	0.0528	21
SH3GL1	0.7683	endothelial cell of lymphatic vessel	1.3948	21
ENSG00000267980	0.7619	enteric neuron	0.0104	21
CHAF1A	0.6208	neural crest cell	0.4632	21
ENSG00000267255	0.9912	mesodermal cell	0.0002	21
UBXN6	0.4233	endothelial cell of lymphatic vessel	0.6804	21
ENSG00000267030	0.9502	intestine goblet cell	0.0006	21
ENSG00000267769	0.8156	interstitial cell of Cajal	0.0042	21
ENSG00000267011	0.5148	myofibroblast cell	0.0122	21
HDGFL2	0.3444	myofibroblast cell	0.4426	21
PLIN4	0.9648	endothelial cell of lymphatic vessel	0.0579	21
PLIN5	0.9707	endothelial cell of lymphatic vessel	0.6978	21
ENSG00000267385	0.9803	endothelial cell of lymphatic vessel	0.2170	21
LRG1	0.8148	endothelial cell of lymphatic vessel	0.2243	21
SEMA6B	0.9579	endothelial cell of artery	0.6454	21
TNFAIP8L1	0.8295	endothelial cell of artery	1.1754	21
MYDGF	0.5781	endothelial cell of artery	3.3931	21
ENSG00000268565	0.7253	epithelial cell	0.0078	21
DPP9	0.5824	endothelial cell of artery	0.2052	21
DPP9-AS1	0.8335	pericyte	0.0014	21
MIR7-3HG	0.9881	enteroendocrine cell	1.0943	21
ENSG00000268536	0.9114	endothelial cell of lymphatic vessel	0.0063	21
FEM1A	0.4767	enteric neuron	0.2603	21
ENSG00000269604	0.7374	enteric neuron	0.0478	21
TICAM1	0.6919	endothelial cell of artery	0.1839	21
ENSG00000267484	0.6020	endothelial cell of artery	0.0037	21
PLIN3	0.4396	enterocyte	0.9742	21
ARRDC5	0.9715	hematopoietic cell	0.0208	21
UHRF1	0.6430	neural crest cell	0.9273	21
KDM4B	0.4394	colon epithelial cell	0.2832	21
PTPRS	0.6987	enteric neuron	1.4840	21
PTPRS-AS1	0.8592	endothelial cell of artery	0.0036	21
ENSG00000274447	0.7246	enteroendocrine cell	0.0319	21
TINCR	0.8148	colon epithelial cell	0.0322	21
SAFB2	0.2880	neural crest cell	0.4481	21
SAFB	0.3396	neural crest cell	0.7895	21
RPL36	0.2575	epithelial cell	37.9872	21
MICOS13	0.3375	endothelial cell of lymphatic vessel	1.3955	21
HSD11B1L	0.6751	enteric neuron	0.3707	21
