gene	colon epithelial cell	endothelial cell of artery	endothelial cell of lymphatic vessel	enteric neuron	enteric smooth muscle cell	enterocyte	enteroendocrine cell	epithelial cell	erythroblast	fibroblast	hematopoietic cell	interstitial cell of Cajal	intestine goblet cell	mesodermal cell	mesothelial cell	myofibroblast cell	neural crest cell	pericyte	progenitor cell	stem cell	vein endothelial cell
SAMD10	0.0138	0.1156	0.1804	0.0720	0.0168	0.0092	0.0095	0.0049	0.0021	0.0089	0.0147	0.0301	0.0143	0.0103	0.0455	0.0093	0.0461	0.0128	0.0098	0.0210	0.0523
PRPF6	0.4740	0.6448	0.4903	0.7649	0.5782	0.3594	0.4070	0.3161	0.1070	0.5718	0.4313	0.5824	0.3767	0.6465	0.5801	0.6363	0.7060	0.6033	0.3742	0.3677	0.6040
C20orf204	0.0052	0.2621	0.6638	0.0049	0.0028	0.0032	0.0043	0.0047	0.0012	0.0045	0.0074	0.0019	0.0072	0.0046	0.0137	0.0000	0.0034	0.0043	0.0197	0.0280	0.1175
SOX18	0.0004	2.1305	0.8541	0.0040	0.0019	0.0003	0.0000	0.0000	0.0016	0.0043	0.0022	0.0037	0.0012	0.0047	0.0042	0.0086	0.0040	0.0175	0.0010	0.0000	0.7521
TCEA2	0.3888	0.9440	0.7462	0.8305	0.8773	0.2018	0.3107	0.1974	0.0719	0.6840	0.2537	0.7109	0.1987	0.8893	0.7538	0.8363	0.8188	0.8442	0.3692	0.2517	0.6628
ENSG00000237371	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003
RGS19	0.0299	0.3403	0.3043	0.0415	0.0643	0.0106	0.0126	0.0253	0.0173	0.0975	1.3991	0.0978	0.0121	0.0687	0.0443	0.0542	0.0590	0.1237	0.0272	0.0141	0.3286
OPRL1	0.0020	0.0132	0.0487	0.0215	0.0055	0.0005	0.0000	0.0000	0.0026	0.0166	0.0374	0.0051	0.0011	0.0124	0.0043	0.0118	0.0077	0.0132	0.0008	0.0008	0.0323
LKAAEAR1	0.0012	0.0070	0.0334	0.0123	0.0265	0.0003	0.0023	0.0000	0.0000	0.0051	0.0084	0.0000	0.0002	0.0066	0.0328	0.0058	0.0097	0.0151	0.0005	0.0022	0.0344
MYT1	0.0043	0.0044	0.0141	0.5319	0.0033	0.0026	0.1112	0.0000	0.0743	0.0041	0.0096	0.0028	0.0043	0.0051	0.0047	0.0038	0.1288	0.0032	0.0052	0.0069	0.0094
PCMTD2	0.2770	0.2999	0.4000	0.3302	0.2195	0.1356	0.1793	0.1842	0.0921	0.2798	0.1528	0.2732	0.1708	0.4030	0.7001	0.2480	0.4766	0.2797	0.2113	0.1786	0.2762
ENSG00000149656	0.0001	0.0000	0.0000	0.0006	0.0013	0.0002	0.0006	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0004	0.0004	0.0009	0.0010	0.0000	0.0001	0.0000	0.0009
ENSG00000282535	0.0001	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000282393	0.0163	0.0381	0.0375	0.0271	0.0424	0.0103	0.0127	0.0220	0.0066	0.0445	0.0144	0.0474	0.0142	0.0419	0.0284	0.0250	0.0271	0.0843	0.0111	0.0090	0.0351
PLPP2	0.0335	0.0472	0.0092	0.0108	0.2877	0.0043	0.0100	0.0116	0.0014	0.0039	0.0034	0.0191	0.0067	0.0206	0.0144	0.0323	0.0205	0.0090	0.0051	0.0183	0.0131
MIER2	0.1140	0.1839	0.1060	0.1723	0.2447	0.0787	0.1175	0.1202	0.0149	0.1513	0.0993	0.1873	0.0798	0.1917	0.1137	0.1879	0.1371	0.1439	0.1043	0.0886	0.1351
ENSG00000267124	0.0001	0.0000	0.0000	0.0000	0.0007	0.0003	0.0030	0.0000	0.0000	0.0003	0.0008	0.0012	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000
SPMAP2	0.0000	0.0000	0.0000	0.0000	0.0003	0.0001	0.0157	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000
ENSG00000267443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0029	0.0000	0.0000	0.0017	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000
C2CD4C	0.0087	0.0647	0.0378	0.0773	0.0437	0.0018	0.0697	0.0000	0.0030	0.0561	0.0074	0.1877	0.0253	0.0575	0.0597	0.0631	0.0178	0.0628	0.0040	0.0059	0.0408
SHC2	0.0496	0.2575	0.2101	0.1199	0.1165	0.0733	0.1834	0.1207	0.0117	0.1281	0.0260	0.1290	0.1178	0.1516	0.0979	0.1262	0.0421	0.1420	0.1375	0.0715	0.1474
CIMAP1D	0.0013	0.0643	0.0193	0.0016	0.0030	0.0008	0.0009	0.0000	0.0000	0.0014	0.0000	0.0061	0.0000	0.0031	0.0000	0.0008	0.0005	0.0000	0.0001	0.0000	0.0709
MADCAM1	0.0092	1.8478	0.4513	0.0180	0.0450	0.0069	0.0064	0.0000	0.0439	0.0676	0.0446	0.0623	0.0223	0.1265	0.0256	0.0504	0.0218	0.0463	0.0083	0.0080	7.1334
MADCAM1-AS1	0.0000	0.0032	0.0117	0.0000	0.0011	0.0004	0.0000	0.0117	0.0018	0.0002	0.0000	0.0036	0.0005	0.0005	0.0000	0.0005	0.0004	0.0000	0.0003	0.0000	0.0057
TPGS1	0.3201	0.7951	0.8727	0.5389	0.6102	0.2811	0.4346	0.3256	0.1190	0.7580	0.3436	1.0842	0.3726	0.6367	0.5472	0.9338	0.4334	0.7914	0.2970	0.3225	0.5085
CDC34	0.3397	0.4866	0.3537	0.4156	0.4618	0.2830	0.3400	0.2677	0.1818	0.3288	0.2037	0.4152	0.3427	0.3715	0.3797	0.4736	0.3457	0.3615	0.2957	0.2858	0.3979
GZMM	0.0012	0.0028	0.0000	0.0027	0.0023	0.0002	0.0026	0.0000	0.0038	0.0175	0.0798	0.0284	0.0007	0.0251	0.0006	0.0309	0.0004	0.0041	0.0006	0.0011	0.0009
BSG-AS1	0.1194	0.0389	0.0517	0.0310	0.0521	0.0672	0.0477	0.0729	0.0132	0.0553	0.0734	0.0849	0.0604	0.0804	0.0588	0.0591	0.0524	0.0516	0.1102	0.0679	0.0583
BSG	6.0894	3.8152	3.2870	3.4229	3.0850	5.0850	3.8496	5.6392	3.5860	3.0522	1.6174	4.3189	4.5906	3.0356	4.9682	4.1121	4.0523	2.9690	5.0681	4.8496	3.6243
HCN2	0.0004	0.0000	0.0000	0.0068	0.0004	0.0001	0.0035	0.0000	0.0000	0.0006	0.0015	0.0000	0.0000	0.0007	0.0043	0.0029	0.0004	0.0006	0.0001	0.0001	0.0000
POLRMT	0.2321	0.1671	0.1353	0.1501	0.1351	0.2030	0.1793	0.1403	0.0215	0.1080	0.0963	0.1770	0.1499	0.1289	0.1410	0.1334	0.1671	0.1279	0.2142	0.1924	0.1662
ENSG00000261204	0.0000	0.0000	0.0000	0.0008	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0004	0.0006	0.0000	0.0000	0.0000
FGF22	0.0008	0.0034	0.0000	0.0081	0.0017	0.0015	0.0130	0.0000	0.0004	0.0058	0.0009	0.0038	0.0005	0.0041	0.0035	0.0020	0.0042	0.0034	0.0010	0.0019	0.0042
RNF126	0.5047	0.4531	0.3827	0.4558	0.3885	0.4833	0.4492	0.4449	0.0882	0.2759	0.3031	0.3740	0.4651	0.3382	0.2817	0.2734	0.3835	0.3665	0.4456	0.4017	0.4268
ENSG00000267666	0.0034	0.0000	0.0000	0.0046	0.0026	0.0013	0.0006	0.0000	0.0000	0.0033	0.0006	0.0000	0.0011	0.0035	0.0024	0.0043	0.0004	0.0016	0.0014	0.0019	0.0017
FSTL3	0.0925	0.0541	0.0249	0.0814	0.2268	0.0753	0.0474	0.0744	0.0145	0.1286	0.0406	0.0736	0.0456	0.1186	0.2989	0.1988	0.0659	0.1449	0.0742	0.0616	0.0358
PRSS57	0.0189	0.0026	0.0000	0.0047	0.0002	0.0245	0.0105	0.0140	0.0235	0.0010	0.2508	0.0000	0.0084	0.0005	0.0003	0.0015	0.0002	0.0000	0.0103	0.0147	0.0038
PALM	0.2556	0.5378	0.2827	0.6480	0.3471	0.1073	0.1316	0.1365	0.0191	0.2708	0.0351	0.2292	0.1161	0.2640	0.4861	0.2885	0.2196	0.4019	0.1283	0.0748	0.4082
MISP	0.9329	0.0077	0.0032	0.0112	0.0132	0.9864	0.4415	0.9317	0.0080	0.0070	0.0044	0.0090	0.6806	0.0059	0.3413	0.0085	0.0082	0.0143	0.7485	0.6303	0.0080
ENSG00000272473	0.0071	0.0188	0.0039	0.0009	0.0002	0.0066	0.0009	0.0000	0.0004	0.0031	0.0000	0.0000	0.0015	0.0009	0.0026	0.0000	0.0004	0.0000	0.0065	0.0018	0.0040
LINC01836	0.0244	0.0196	0.0000	0.0000	0.0002	0.0136	0.0058	0.0149	0.0000	0.0065	0.0006	0.0000	0.0050	0.0040	0.0330	0.0025	0.0003	0.0054	0.0126	0.0075	0.0034
PTBP1	1.4842	1.3479	1.2750	0.9555	0.7464	1.2647	1.0678	1.2467	0.2052	1.2321	0.8067	1.4028	1.2031	1.3857	1.0609	0.9578	1.4722	1.2242	1.5149	1.1349	1.4079
PLPPR3	0.0071	0.0040	0.0000	0.3331	0.1071	0.0008	0.0111	0.0000	0.0064	0.0629	0.0040	0.0334	0.0008	0.0665	0.1473	0.0922	0.0389	0.0150	0.0040	0.0008	0.0050
AZU1	0.0003	0.0000	0.0000	0.0215	0.0125	0.0002	0.0047	0.0000	0.0040	0.0077	0.5076	0.0062	0.0000	0.0168	0.0215	0.0123	0.0050	0.0071	0.0016	0.0000	0.0012
PRTN3	0.0003	0.0000	0.0000	0.0000	0.0005	0.0001	0.0031	0.0000	0.0081	0.0019	0.9914	0.0000	0.0000	0.0015	0.0226	0.0016	0.0012	0.0021	0.0001	0.0000	0.0009
ELANE	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0018	0.0000	0.0000	0.0007	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CFD	0.5715	0.0005	0.0148	0.0273	0.0141	0.3132	0.1644	0.2856	0.0177	0.0088	0.6428	0.0058	0.2955	0.0133	0.2417	0.0121	0.0086	0.0078	0.2093	0.2822	0.0037
MED16	0.3342	0.2617	0.1941	0.2565	0.2153	0.2406	0.2738	0.2279	0.0642	0.2315	0.1510	0.2994	0.3221	0.2729	0.2621	0.2598	0.2482	0.2251	0.2801	0.2499	0.2677
R3HDM4	0.1994	0.1885	0.1369	0.2350	0.2083	0.1388	0.2094	0.1516	0.9374	0.2012	0.3101	0.1945	0.1827	0.1778	0.1786	0.1870	0.1394	0.2010	0.1353	0.1480	0.1768
KISS1R	0.0699	0.0000	0.0000	0.0045	0.0005	0.0409	0.0567	0.0714	0.0000	0.0004	0.0020	0.0000	0.1865	0.0008	0.0163	0.0006	0.0013	0.0006	0.0507	0.0525	0.0008
ARID3A	2.9626	0.5803	0.2502	0.6175	0.4405	1.6356	1.3649	0.9467	0.1210	0.5009	0.9652	0.4192	1.3493	0.5293	0.3348	0.3085	0.3218	0.7527	1.1969	1.2076	0.6883
WDR18	0.6262	0.5306	0.6089	0.6469	0.4552	0.6819	0.5840	0.7539	0.1116	0.4460	0.3551	0.5585	0.6476	0.4946	0.5118	0.4786	0.6957	0.4978	0.6492	0.6664	0.6583
ENSG00000266990	0.0009	0.0025	0.0000	0.0007	0.0010	0.0011	0.0024	0.0013	0.0010	0.0029	0.0011	0.0015	0.0005	0.0023	0.0004	0.0035	0.0014	0.0030	0.0017	0.0013	0.0023
GRIN3B	0.0005	0.0076	0.0000	0.0004	0.0001	0.0001	0.0025	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0009	0.0134	0.0000	0.0000	0.0000	0.0003	0.0001	0.0010
TMEM259	0.4319	0.5834	0.4624	0.4578	0.4350	0.3455	0.3740	0.3368	0.0595	0.4204	0.3567	0.3666	0.3167	0.4479	0.4916	0.3478	0.3675	0.4221	0.3923	0.3250	0.4416
ENSG00000274177	0.0006	0.0000	0.0000	0.0006	0.0004	0.0003	0.0021	0.0000	0.0000	0.0003	0.0000	0.0015	0.0000	0.0001	0.0002	0.0004	0.0005	0.0000	0.0006	0.0010	0.0006
CNN2	0.3180	1.8991	0.7651	0.6237	2.3777	0.0380	0.0773	0.0636	0.1293	1.7185	1.0727	2.0928	0.0612	2.3058	0.8805	3.6859	0.9322	1.8630	0.1298	0.0833	1.1375
ABCA7	0.0222	0.0179	0.0000	0.0250	0.0040	0.0040	0.0229	0.0077	0.0179	0.0039	0.0617	0.0026	0.0082	0.0037	0.0283	0.0009	0.0022	0.0030	0.0135	0.0050	0.0061
ARHGAP45	0.0720	0.0082	0.0261	0.0030	0.0012	0.1149	0.0645	0.0750	0.0010	0.0029	0.5006	0.0017	0.0977	0.0030	0.0054	0.0013	0.0037	0.0029	0.0991	0.0956	0.0169
POLR2E	1.2141	1.4305	1.5851	1.4408	1.5166	1.5630	1.1549	1.7390	0.2751	1.4276	1.2080	1.7390	1.4452	1.4502	1.1789	1.4029	1.6127	1.4243	1.4913	1.4101	1.6116
GPX4	2.1364	6.0489	3.6165	3.1433	2.4580	3.5707	2.8455	2.2930	0.5628	3.0068	5.1192	3.5178	2.8678	2.9220	1.7284	2.6018	2.8900	3.5153	3.1187	2.7156	5.3326
SBNO2	0.0432	0.0500	0.0556	0.0315	0.0295	0.0283	0.0451	0.0184	0.0057	0.0298	0.0756	0.0315	0.0491	0.0334	0.0399	0.0335	0.0333	0.0383	0.0324	0.0346	0.0502
STK11	0.1366	0.1656	0.1527	0.0673	0.1110	0.1131	0.1172	0.0992	0.0663	0.1140	0.1703	0.1028	0.1249	0.1231	0.0834	0.1256	0.0843	0.1174	0.1184	0.0951	0.1255
CBARP	0.0007	0.0044	0.0045	0.0338	0.0124	0.0009	0.0181	0.0000	0.0009	0.0110	0.0043	0.0111	0.0015	0.0159	0.0055	0.0157	0.0147	0.0128	0.0026	0.0004	0.0113
CBARP-DT	0.0000	0.0014	0.0000	0.0000	0.0027	0.0001	0.0020	0.0000	0.0003	0.0006	0.0000	0.0057	0.0000	0.0016	0.0004	0.0002	0.0025	0.0011	0.0003	0.0000	0.0000
ATP5F1D	2.5300	3.4271	3.6960	2.7917	2.8676	3.9464	3.2584	3.3493	0.6209	2.8366	3.4423	3.4075	3.8625	2.7477	2.4912	3.2020	2.6492	3.3326	2.9772	3.7008	3.3404
MIDN	0.8123	1.3897	0.3148	0.9021	0.6320	0.4617	0.6823	0.5435	0.0376	0.6130	0.6869	0.5571	0.4711	0.7670	0.6465	0.5537	0.5567	0.6876	0.5571	0.3584	0.6688
CIRBP	5.8567	4.1878	3.1785	13.1006	8.5387	3.4068	5.4656	5.2720	0.8574	9.6618	2.8665	8.9033	3.3898	12.5435	11.9742	10.4060	8.5801	8.0768	4.6619	4.0598	3.3920
CIRBP-AS1	0.0013	0.0011	0.0000	0.0000	0.0004	0.0009	0.0005	0.0000	0.0000	0.0005	0.0018	0.0013	0.0013	0.0010	0.0023	0.0000	0.0005	0.0005	0.0004	0.0011	0.0012
FAM174C	0.4446	0.4975	0.5867	0.1941	0.2397	0.4990	0.4689	0.5146	0.0811	0.2414	0.5804	0.3110	0.4516	0.1848	0.2191	0.2087	0.1992	0.2995	0.4341	0.4312	0.4349
PWWP3A	0.4597	0.4510	0.5268	1.0073	0.4620	0.2202	0.3336	0.2177	0.0634	0.7491	0.2488	0.6597	0.2204	0.5947	0.5870	0.4674	0.6327	0.6409	0.3512	0.2346	0.4411
EFNA2	0.0034	0.0000	0.0000	0.0000	0.0002	0.0007	0.0000	0.0000	0.0000	0.0002	0.0000	0.0017	0.0014	0.0001	0.0006	0.0007	0.0005	0.0000	0.0002	0.0001	0.0003
ENSG00000267372	0.0003	0.0000	0.0000	0.0013	0.0002	0.0001	0.0000	0.0000	0.0012	0.0001	0.0000	0.0000	0.0016	0.0003	0.0000	0.0000	0.0005	0.0000	0.0006	0.0000	0.0000
ENSG00000267755	0.0000	0.0000	0.0000	0.0009	0.0002	0.0001	0.0000	0.0000	0.0008	0.0005	0.0000	0.0047	0.0000	0.0005	0.0000	0.0004	0.0006	0.0000	0.0001	0.0001	0.0001
NDUFS7	1.0578	1.5722	2.6152	1.7949	1.2533	1.6319	1.3766	1.0798	0.3572	1.0832	1.7262	1.6647	1.5649	1.0578	0.9624	1.4549	1.3568	1.3183	1.0452	1.1832	1.5887
ENSG00000280486	0.0000	0.0000	0.0000	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0008	0.0000	0.0004	0.0000	0.0000	0.0001	0.0003
ENSG00000248015	0.0017	0.0020	0.0219	0.0028	0.0020	0.0029	0.0058	0.0000	0.0019	0.0028	0.0010	0.0017	0.0014	0.0035	0.0026	0.0010	0.0017	0.0029	0.0052	0.0020	0.0045
GAMT	0.8589	0.1100	0.2245	0.4353	0.4722	1.2358	0.8912	1.0531	0.0597	0.3780	0.6479	0.4343	0.9827	0.4760	0.4908	0.4183	0.4671	0.4935	1.7223	0.9931	0.2140
DAZAP1	0.5229	0.5513	0.6400	0.5026	0.4337	0.4977	0.4849	0.3914	0.1190	0.3455	0.4527	0.3918	0.6565	0.4025	0.3770	0.2198	0.5291	0.4676	0.5204	0.4618	0.6521
RPS15	40.2616	26.0746	36.3481	36.8344	32.9918	53.6287	46.3926	54.3821	6.7545	35.7060	41.4980	31.2235	57.4570	37.5147	37.9935	31.2857	46.1796	35.2397	50.8662	57.3445	37.5024
ENSG00000268798	0.0277	0.0141	0.0092	0.0614	0.0397	0.0162	0.0284	0.0052	0.0018	0.0333	0.0203	0.0282	0.0227	0.0445	0.0233	0.0371	0.0394	0.0297	0.0253	0.0124	0.0307
APC2	0.0019	0.0036	0.0000	0.3707	0.0038	0.0012	0.0086	0.0000	0.0025	0.0076	0.0060	0.0046	0.0000	0.0066	0.0115	0.0072	0.0194	0.0065	0.0035	0.0016	0.0011
ENSG00000267317	0.0193	0.0231	0.0244	0.0041	0.0271	0.0133	0.0149	0.0096	0.0043	0.0229	0.0180	0.0229	0.0145	0.0248	0.0241	0.0248	0.0156	0.0136	0.0168	0.0099	0.0152
C19orf25	0.3131	0.3341	0.3431	0.3613	0.2763	0.3546	0.3522	0.3176	0.0504	0.3830	0.2654	0.4502	0.3229	0.3326	0.3410	0.2934	0.3126	0.3759	0.3031	0.3002	0.3366
PCSK4	0.0558	0.0075	0.0152	0.0137	0.0094	0.0257	0.0350	0.0401	0.0024	0.0100	0.0137	0.0065	0.0199	0.0116	0.0381	0.0045	0.0105	0.0109	0.0377	0.0307	0.0042
REEP6	1.4270	0.0534	0.0704	0.0684	0.0478	4.4207	1.8078	2.1780	0.0373	0.0482	0.0460	0.0247	2.6552	0.0320	0.0632	0.0654	0.0443	0.0342	2.7810	2.3927	0.0295
ADAMTSL5	0.1097	0.0000	0.0000	0.0018	0.0016	0.1249	0.0378	0.1414	0.0017	0.0086	0.0012	0.0000	0.0582	0.0083	0.0197	0.0037	0.0007	0.0014	0.0977	0.0399	0.0007
ENSG00000267092	0.0023	0.0000	0.0000	0.0000	0.0001	0.0027	0.0004	0.0088	0.0000	0.0005	0.0003	0.0000	0.0007	0.0002	0.0006	0.0004	0.0000	0.0000	0.0026	0.0020	0.0007
PLK5	0.0055	0.0000	0.0000	0.0003	0.0013	0.0035	0.0000	0.0047	0.0004	0.0017	0.0000	0.0000	0.0008	0.0008	0.0000	0.0028	0.0017	0.0010	0.0060	0.0011	0.0003
MEX3D	0.1191	0.1637	0.1205	0.0951	0.0813	0.0494	0.0931	0.1028	0.0109	0.1090	0.0255	0.0852	0.0575	0.1025	0.0847	0.0752	0.1024	0.1176	0.0987	0.0473	0.1496
MBD3	0.1838	0.2354	0.2554	0.2009	0.1504	0.1545	0.1834	0.1204	0.0335	0.1837	0.1616	0.1730	0.1880	0.1795	0.1339	0.1524	0.2206	0.1809	0.2135	0.1446	0.2366
UQCR11	3.2710	4.3685	5.2227	2.9567	3.1626	2.9054	3.4817	3.0085	1.5657	3.1253	4.3352	3.4386	2.8586	2.5943	2.9271	3.4765	2.2295	3.2482	2.6810	2.3888	3.6077
TCF3	0.2979	0.3728	0.3748	0.3452	0.2851	0.1869	0.3500	0.2037	0.0602	0.2697	0.1761	0.2120	0.2302	0.3198	0.2462	0.1739	0.3759	0.2847	0.2718	0.2291	0.3769
ENSG00000267073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000
ONECUT3	0.0003	0.0000	0.0000	0.0672	0.0005	0.0030	0.8368	0.0000	0.0005	0.0004	0.0000	0.0000	0.0023	0.0010	0.0000	0.0012	0.0013	0.0023	0.0022	0.0041	0.0002
ATP8B3	0.0042	0.0109	0.0062	0.0327	0.0126	0.0005	0.0028	0.0000	0.0019	0.0042	0.0201	0.0012	0.0006	0.0128	0.0139	0.0025	0.0033	0.0060	0.0024	0.0006	0.0586
REXO1	0.1298	0.1750	0.1101	0.1070	0.0921	0.1060	0.0899	0.0988	0.0251	0.0851	0.0984	0.0638	0.1046	0.0947	0.0674	0.0695	0.0734	0.0974	0.1256	0.0986	0.1213
ENSG00000267007	0.0000	0.0008	0.0000	0.0014	0.0008	0.0004	0.0000	0.0000	0.0000	0.0010	0.0009	0.0016	0.0000	0.0009	0.0018	0.0000	0.0003	0.0000	0.0001	0.0004	0.0001
ENSG00000267125	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KLF16	0.0354	0.1068	0.0494	0.0513	0.0683	0.0245	0.0707	0.0179	0.0177	0.0390	0.0950	0.0440	0.0289	0.0337	0.0524	0.1527	0.0496	0.0580	0.0446	0.0227	0.0674
ENSG00000261526	0.0378	0.1380	0.0226	0.0540	0.0353	0.0264	0.0316	0.0310	0.0124	0.0395	0.0863	0.0715	0.0295	0.0405	0.0744	0.0394	0.0386	0.0381	0.0301	0.0167	0.0707
ENSG00000267232	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ABHD17A	0.1399	1.6177	0.3217	0.2563	0.2833	0.1354	0.2246	0.1162	0.0429	0.3021	0.4234	0.3813	0.1515	0.2641	0.2917	0.3221	0.2345	0.3182	0.1304	0.1361	0.8508
SCAMP4	0.2691	0.3628	0.3438	0.2802	0.2048	0.1751	0.2532	0.2275	0.0248	0.2818	0.3110	0.3200	0.1516	0.2813	0.2954	0.2615	0.2531	0.2597	0.2215	0.1824	0.2711
ADAT3	0.0091	0.0069	0.0259	0.0116	0.0111	0.0084	0.0124	0.0269	0.0005	0.0173	0.0154	0.0227	0.0115	0.0112	0.0112	0.0110	0.0148	0.0175	0.0089	0.0096	0.0147
CSNK1G2	0.1427	0.2527	0.2740	0.1909	0.1635	0.1237	0.1752	0.1110	0.0181	0.1541	0.2040	0.1631	0.1421	0.1445	0.1450	0.1377	0.1650	0.2018	0.1420	0.1381	0.2051
BTBD2	0.1987	0.1067	0.2111	0.1645	0.1578	0.1930	0.2056	0.2103	0.0203	0.1808	0.1478	0.1480	0.2254	0.1913	0.1816	0.1497	0.2085	0.1511	0.2636	0.2013	0.1381
MKNK2	0.2736	0.4250	0.5426	0.2100	0.1477	0.2131	0.2659	0.1472	0.0783	0.1803	0.5297	0.2590	0.2479	0.1589	0.1775	0.1596	0.1854	0.1632	0.2739	0.2281	0.4944
MOB3A	0.0906	0.2921	0.2626	0.2029	0.3538	0.0680	0.0909	0.0476	0.0245	0.1841	0.4524	0.3073	0.0655	0.2069	0.1402	0.3252	0.1284	0.1892	0.0780	0.0556	0.2420
IZUMO4	0.0143	0.0194	0.0145	0.0285	0.0226	0.0066	0.0240	0.0062	0.0046	0.0242	0.0188	0.0591	0.0094	0.0274	0.0196	0.0507	0.0137	0.0226	0.0170	0.0119	0.0220
AP3D1	0.3889	0.6888	0.5239	0.6787	0.5467	0.3807	0.4735	0.3714	0.0658	0.4878	0.5497	0.6009	0.3816	0.4844	0.5835	0.5494	0.5322	0.4910	0.4216	0.3045	0.5747
DOT1L	0.1062	0.0980	0.1110	0.1689	0.0780	0.0628	0.1125	0.0524	0.0206	0.0818	0.1027	0.0766	0.0524	0.1137	0.0865	0.0667	0.1583	0.0957	0.0775	0.0631	0.1461
ENSG00000267122	0.0004	0.0000	0.0000	0.0000	0.0007	0.0005	0.0000	0.0000	0.0000	0.0002	0.0019	0.0000	0.0000	0.0010	0.0018	0.0000	0.0004	0.0000	0.0010	0.0006	0.0033
PLEKHJ1	1.9903	0.6220	0.8602	0.8105	0.8219	1.7407	1.5722	1.6385	0.1824	0.9170	0.7647	1.2263	1.7861	0.8499	0.6973	1.2675	0.8566	0.8246	1.6648	1.6222	0.5318
SF3A2	0.4375	0.5001	0.6076	0.6432	0.6599	0.3486	0.4011	0.3392	0.0567	0.6502	0.4394	0.7593	0.3708	0.7295	0.6338	0.6337	0.6801	0.7305	0.3749	0.3971	0.7252
AMH	0.0080	0.0093	0.0154	0.0466	0.0161	0.0040	0.0104	0.0000	0.0010	0.0099	0.0028	0.0212	0.0069	0.0218	0.0074	0.0190	0.0178	0.0126	0.0064	0.0022	0.0093
JSRP1	0.0079	0.0024	0.0118	0.0056	0.0027	0.0034	0.0645	0.0000	0.0004	0.0016	0.0172	0.0021	0.0081	0.0030	0.0009	0.0050	0.0018	0.0033	0.0052	0.0037	0.0050
OAZ1	4.5028	4.5885	6.9653	5.7524	5.3855	5.2396	5.5574	4.9362	9.0769	4.0973	15.0328	5.0759	5.1901	3.7630	4.7487	4.7646	4.1030	4.0282	5.0651	4.4369	4.5186
PEAK3	0.0012	0.0000	0.0000	0.0027	0.0002	0.0001	0.0005	0.0000	0.0000	0.0009	0.0159	0.0000	0.0000	0.0004	0.0000	0.0069	0.0000	0.0000	0.0008	0.0004	0.0000
LINGO3	0.0002	0.0000	0.0000	0.0056	0.0000	0.0004	0.0031	0.0000	0.0000	0.0000	0.0065	0.0000	0.0012	0.0000	0.0004	0.0000	0.0000	0.0000	0.0002	0.0013	0.0000
LSM7	3.3762	1.9310	2.1927	3.4505	2.4557	2.7270	2.4635	3.2578	0.4061	2.5397	1.8664	2.6358	3.0412	2.5804	2.2021	2.4841	3.7182	2.6565	2.9114	2.9936	2.3703
SPPL2B	0.3681	0.1845	0.2168	0.3038	0.1313	0.3109	0.3978	0.2643	0.0222	0.1755	0.1098	0.2167	0.3318	0.1692	0.2104	0.1726	0.2253	0.1472	0.3171	0.3659	0.1770
TMPRSS9	0.0004	0.0046	0.0000	0.0564	0.0005	0.0001	0.0000	0.0000	0.0056	0.0040	0.0058	0.0017	0.0006	0.0007	0.0093	0.0017	0.0748	0.0000	0.0010	0.0001	0.0013
