gene	tau	top_cell_state	top_expr	n_states
CLUHP5	0.9964	small intestine goblet cell	0.0015	34
RPL5P26	0.9919	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000230470	0.9567	endothelial cell of lymphatic vessel	0.0155	34
ENSG00000230471	0.9718	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230472	0.9028	intestinal tuft cell	0.0024	34
ATP6V1G1P7		B cell	0.0000	34
OFD1P9Y	1.0000	natural killer cell	0.0073	34
ENSG00000230477	0.9996	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000230478	0.9868	enterocyte of epithelium proper of small intestine	0.0000	34
LNCTSI	0.8315	myeloid dendritic cell	0.0554	34
RPL34P11	0.8936	endothelial cell of arteriole	0.0019	34
IGKV1OR22-5	1.0000	plasma cell	0.0000	34
ATP5MC2P3	0.9382	myeloid dendritic cell	0.0716	34
ENSG00000230483	0.9954	intestinal tuft cell	0.0632	34
OR51A10P	0.9826	paneth cell of epithelium of small intestine	0.0000	34
ENSG00000230485	0.9680	activated CD8-positive, alpha-beta T cell	0.0015	34
PSMG3-AS1	0.8127	regulatory T cell	0.1406	34
VAV3-AS1	0.9247	regulatory T cell	0.0930	34
ENSG00000230490	0.9242	enteroglial cell	4.4258	34
SRD5A2P1		B cell	0.0000	34
ENSG00000230492	0.9965	neutrophil	2.1612	34
ENSG00000230495	0.9545	activated CD4-positive, alpha-beta T cell	0.0052	34
MTCO2P7	0.9963	enterocyte of epithelium proper of duodenum	0.0000	34
EEF1B2P8	0.9936	enterocyte of epithelium proper of ileum	0.0005	34
ENSG00000230498	0.9868	enteroglial cell	0.0670	34
ENSG00000230499	0.9670	activated CD8-positive, alpha-beta T cell	0.0087	34
MKX-AS1	0.9886	fibroblast	0.0035	34
ANKRD30BP3	0.9809	myofibroblast cell	0.0108	34
ENSG00000230502		B cell	0.0000	34
RPL7AP8	0.9938	BEST4+ enterocyte	0.0013	34
RPL19P21	0.8747	activated CD4-positive, alpha-beta T cell	0.0055	34
PPP5D1P	0.8589	myeloid dendritic cell	0.3582	34
THAP7-AS1	0.6236	pericyte	0.1629	34
ENSG00000230515	0.9090	activated CD4-positive, alpha-beta T cell	0.0141	34
ENSG00000230516	0.9531	enterocyte of epithelium proper of small intestine	0.0178	34
HMGB1P49	0.9736	small intestine goblet cell	0.1241	34
ENSG00000230520	0.9994	enterocyte of epithelium proper of small intestine	0.0016	34
ENSG00000230521	0.8360	intestinal tuft cell	0.0614	34
MBD3L2	0.9828	intestinal tuft cell	0.0010	34
LINC01756	0.9352	endothelial cell of arteriole	0.0030	34
COL6A4P1	0.8231	enteroendocrine cell of small intestine	0.0162	34
ENSG00000230526	0.9993	plasma cell	0.0021	34
NOS2P3	0.9779	mast cell	0.0110	34
CEACAMP9		B cell	0.0000	34
LIMD1-AS1	0.7716	intestinal tuft cell	0.0848	34
MTND5P7	0.9995	neutrophil	0.0063	34
ENSG00000230532	0.6250	macrophage	0.0383	34
LINC03004	0.8971	innate lymphoid cell	0.4050	34
ENSG00000230534	0.9465	activated CD4-positive, alpha-beta T cell	0.0183	34
BASP1P1	0.9995	fibroblast	0.0011	34
ENSG00000230536	0.7977	innate lymphoid cell	0.0284	34
LINC02937	0.9513	intestinal tuft cell	1.5230	34
PNPLA10P	0.9958	CD4-positive, alpha-beta T cell	0.0004	34
AOAH-IT1	0.9850	mast cell	0.0059	34
LINC00102		B cell	0.0000	34
SNX3P1X	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000230546		B cell	0.0000	34
HMGB1P11	0.9729	enterocyte of epithelium proper of jejunum	0.0033	34
MTND4P27	0.9959	enterocyte of epithelium proper of ileum	0.0001	34
USP17L1	0.9998	enterocyte of epithelium proper of small intestine	0.0040	34
ERLNC1	0.9770	myofibroblast cell	0.0144	34
ENSG00000230551	0.4995	regulatory T cell	0.6081	34
ENSG00000230552	0.9661	endothelial cell of lymphatic vessel	0.1234	34
LINC02916	0.7802	innate lymphoid cell	0.0599	34
ENSG00000230556	0.9148	activated CD4-positive, alpha-beta T cell	0.0023	34
CEACAMP2	1.0000	enterocyte of epithelium proper of ileum	0.0001	34
RPL17P12	0.9926	enterocyte of epithelium proper of small intestine	0.0001	34
CCDC192	0.9659	pericyte	0.8403	34
FAM133DP	0.8400	neutrophil	0.0716	34
ENSG00000230563	0.8938	intestinal crypt stem cell of small intestine	0.0028	34
CALM1P2	0.9913	enterocyte of epithelium proper of small intestine	0.0124	34
SF3A3P1	0.8970	mast cell	0.0043	34
ENSG00000230569	0.9879	neutrophil	0.0359	34
ACCSLP1	0.9886	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000230571		B cell	0.0000	34
KMT2CP5	0.9252	activated CD4-positive, alpha-beta T cell	0.0025	34
LINC02639	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000230575	0.9997	transit amplifying cell of small intestine	0.0294	34
OR6R1P	1.0000	endothelial cell of venule	0.0001	34
TMLHEP1	0.9823	enterocyte of epithelium proper of small intestine	0.0002	34
RPL19P5	0.8586	intestinal tuft cell	0.0022	34
ACTG1P14	0.9199	enterocyte of epithelium proper of jejunum	0.0261	34
GTF2IRD1P1	0.8069	neutrophil	0.1055	34
CCT5P2	0.9980	enterocyte of epithelium proper of small intestine	0.0082	34
PHB1P12	0.9463	enterocyte of epithelium proper of small intestine	0.0060	34
LINC02580	0.7303	activated CD4-positive, alpha-beta T cell	0.1962	34
IMP3P1		B cell	0.0000	34
FTX	0.6711	myofibroblast cell	9.5014	34
RPSAP8	0.9407	macrophage	0.0052	34
PPIAP40	0.9715	natural killer cell	0.0242	34
CT47A4		B cell	0.0000	34
RSL24D1P2	0.9656	activated CD8-positive, alpha-beta T cell	0.0000	34
GPAA1P2	0.9443	endothelial cell of lymphatic vessel	0.0243	34
ENSG00000230597	0.9628	fibroblast	0.0013	34
OR2H4P	0.9456	enterocyte of epithelium proper of small intestine	0.0025	34
ENSG00000230599	0.9811	small intestine goblet cell	0.0003	34
TEX48	0.9462	endothelial cell of lymphatic vessel	0.0108	34
ENSG00000230603	1.0000	enterocyte of epithelium proper of small intestine	0.0023	34
TSEN15P2	0.9977	enterocyte of epithelium proper of ileum	0.0004	34
MTCYBP6		B cell	0.0000	34
APPAT	0.7473	innate lymphoid cell	0.5340	34
ENSG00000230607	0.9999	enterocyte of epithelium proper of small intestine	0.0220	34
COX7CP4	0.9994	enterocyte of epithelium proper of ileum	0.0002	34
HMGB1P27	0.9737	paneth cell of epithelium of small intestine	0.0023	34
ENSG00000230612	0.7902	regulatory T cell	0.2072	34
HM13-AS1	0.7034	enteroglial cell	0.0276	34
DYNLL1P7	0.9640	neutrophil	0.0003	34
ENSG00000230615	0.9130	myofibroblast cell	0.2712	34
ENSG00000230617	0.9779	macrophage	0.0001	34
H3P12	0.9988	B cell	0.0012	34
ENSG00000230621	0.9772	macrophage	0.0000	34
UQCRHP1	0.9934	enterocyte of epithelium proper of small intestine	0.0031	34
ENSG00000230623	0.9592	neutrophil	0.5663	34
ENSG00000230626	0.9443	mast cell	0.0101	34
ENSG00000230627	0.9861	endothelial cell of arteriole	0.0010	34
ENSG00000230628	0.9204	enteroendocrine cell of small intestine	0.0297	34
RPS23P8	0.7154	myeloid dendritic cell	0.2267	34
DNM3OS	0.9365	pericyte	0.4106	34
ENSG00000230631	0.9926	natural killer cell	0.0071	34
FAM136EP	0.9979	enterocyte of epithelium proper of small intestine	0.0005	34
CYP4F60P	0.9822	enteroendocrine cell of small intestine	0.0089	34
RPL36P1	0.9885	enterocyte of epithelium proper of duodenum	0.0002	34
ENSG00000230637	0.8930	intestinal tuft cell	0.0187	34
ENSG00000230638	0.9834	plasma cell	0.0044	34
VN1R36P	1.0000	intestinal crypt stem cell of small intestine	0.0000	34
ENSG00000230643	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
LINC01818	0.8075	gamma-delta T cell	0.0267	34
KLF2P2	0.9536	enterocyte of epithelium proper of small intestine	0.0037	34
ENSG00000230647	0.9056	myofibroblast cell	0.1397	34
ENSG00000230648	0.6892	BEST4+ enterocyte	0.0559	34
ENSG00000230650	0.9546	transit amplifying cell of small intestine	0.0270	34
RGPD4-AS1	0.9765	enteroglial cell	0.0114	34
MTCO2P25	0.9952	intestinal crypt stem cell of small intestine	0.0049	34
OR7E55P	0.9991	intestinal crypt stem cell of small intestine	0.0031	34
PRB4	0.9641	plasma cell	0.0009	34
KLHL7-DT	0.8871	gamma-delta T cell	0.0166	34
ENSG00000230659	0.9039	fibroblast	0.0030	34
YY1P1	0.9662	endothelial cell of lymphatic vessel	0.0248	34
TNPO1P2	0.9767	enterocyte of epithelium proper of small intestine	0.0001	34
FAM224B	1.0000	activated CD8-positive, alpha-beta T cell	0.0013	34
THAP12P1	0.9619	small intestine goblet cell	0.0005	34
CEACAM22P	0.9373	enteroendocrine cell of small intestine	0.7307	34
SETSIP	0.9043	CD4-positive, alpha-beta T cell	0.0004	34
ENSG00000230668	0.9852	enterocyte of epithelium proper of ileum	0.0003	34
NDUFS5P5	0.9877	enterocyte of epithelium proper of small intestine	0.0023	34
PABPC1P3		B cell	0.0000	34
ENSG00000230676	0.9545	endothelial cell of lymphatic vessel	0.0481	34
ENO1-AS1	0.9156	myofibroblast cell	0.1076	34
ENSG00000230680	0.9672	enterocyte of epithelium proper of small intestine	0.0024	34
CEACAMP4	1.0000	enterocyte of epithelium proper of ileum	0.0001	34
GRPEL2P3	1.0000	enterocyte of epithelium proper of ileum	0.0001	34
DDTP1	0.9950	gamma-delta T cell	0.0121	34
ENSG00000230684	0.8638	innate lymphoid cell	0.1349	34
ENSG00000230686	0.9474	macrophage	0.0018	34
ENSG00000230687	0.9993	enterocyte of epithelium proper of duodenum	0.0002	34
ENSG00000230690	0.9850	gamma-delta T cell	0.0042	34
MRPL35P4	0.9980	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000230694	0.9977	enterocyte of epithelium proper of duodenum	0.0002	34
FN1-DT	0.9931	fibroblast	0.0076	34
ENSG00000230696	0.8875	endothelial cell of venule	0.0115	34
SAP18P3	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000230698	0.8557	BEST4+ enterocyte	0.0496	34
FBXW4P1	0.8889	natural killer cell	0.1419	34
RPL31P30	0.9996	small intestine goblet cell	0.0007	34
MYOM3-AS1	1.0000	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230704	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
TMEM184CP1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
HAPSTR2	0.9996	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000230709	0.9675	plasma cell	0.3172	34
LINC00332	0.9186	enteroglial cell	0.0576	34
CTAGE13P	0.9534	enterocyte of epithelium proper of duodenum	0.0002	34
GGTLC4P	0.9910	enterocyte of epithelium proper of small intestine	0.0033	34
ENSG00000230714	0.9996	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230715		B cell	0.0000	34
KRT8P7	0.9557	enterocyte of epithelium proper of small intestine	0.0012	34
ENSG00000230718	0.9245	natural killer cell	0.0127	34
LINC02644	0.9982	myofibroblast cell	0.0109	34
RPL17P5	0.9365	neutrophil	0.0222	34
LINC01001	0.9696	neutrophil	0.0701	34
ENSG00000230725	0.9671	intestinal tuft cell	0.0016	34
RBMY2WP		B cell	0.0000	34
ENSG00000230728	0.9123	intestinal tuft cell	0.0102	34
ENSG00000230729	0.9851	enterocyte of epithelium proper of small intestine	0.0002	34
ENSG00000230730	0.8906	enteroendocrine cell of small intestine	0.1238	34
LINC02938	0.9211	intestinal tuft cell	0.0134	34
ENSG00000230732	0.6374	monocyte	0.1316	34
ENSG00000230733	0.9771	myofibroblast cell	0.0355	34
RPL10P3	0.9130	monocyte	0.0478	34
ENSG00000230735	0.9743	myeloid dendritic cell	0.0220	34
ENSG00000230736	0.8481	mast cell	0.0087	34
ENSG00000230737	0.9991	enterocyte of epithelium proper of ileum	0.0002	34
ENSG00000230739	0.9682	transit amplifying cell of small intestine	0.0120	34
ENSG00000230741	0.9463	enteroendocrine cell of small intestine	0.0089	34
ENSG00000230746	0.8715	mast cell	0.0206	34
ENSG00000230747	0.9118	activated CD4-positive, alpha-beta T cell	0.0505	34
PRELID1P7	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
MEIS1-AS2	0.9335	pericyte	0.1226	34
SDAD1P2	0.9456	intestinal crypt stem cell of small intestine	0.0015	34
ENSG00000230751	0.9768	regulatory T cell	0.1932	34
ZNF341-AS1	0.7424	endothelial cell of lymphatic vessel	0.1730	34
MTATP6P23	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
RHOQP3	0.9817	fibroblast	0.0164	34
NFU1P1	0.9602	enterocyte of epithelium proper of duodenum	0.0001	34
SNAP23P1	0.9739	macrophage	0.0061	34
ENSG00000230759	0.9665	CD8-positive, alpha-beta T cell	0.0005	34
MTND1P4	0.9998	activated CD8-positive, alpha-beta T cell	0.0012	34
LINC01676	0.9340	endothelial cell of venule	0.0238	34
RFKP4	0.9616	gamma-delta T cell	0.0113	34
VN1R108P	0.9986	endothelial cell of arteriole	0.0401	34
ENSG00000230773	0.7547	myeloid dendritic cell	0.2489	34
RPS29P5	0.9261	monocyte	0.0155	34
ANKRD63	0.9975	transit amplifying cell of small intestine	0.0554	34
RPLP0P4	0.9993	activated CD8-positive, alpha-beta T cell	0.0023	34
ENSG00000230781	0.9955	plasma cell	0.0023	34
ENSG00000230782	0.8939	enteroglial cell	0.0396	34
RPS3AP13	0.8688	enterocyte of epithelium proper of small intestine	0.0038	34
ENSG00000230785	0.9986	CD4-positive, alpha-beta T cell	0.0006	34
PSAT1P3	0.9911	intestinal tuft cell	0.0000	34
CTDSPL2P2	1.0000	enterocyte of epithelium proper of duodenum	0.0000	34
ARHGAP26-IT1	0.9480	neutrophil	0.0190	34
ENSG00000230790	0.9122	small intestine goblet cell	0.0043	34
SMARCE1P5	0.9506	myofibroblast cell	0.0104	34
ENSG00000230794	0.9956	enterocyte of epithelium proper of small intestine	0.0011	34
HLA-K	0.7534	enterocyte of epithelium proper of duodenum	0.0588	34
ENSG00000230796	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
YY2	0.9227	endothelial cell of lymphatic vessel	0.1046	34
FOXD3-AS1	0.9995	enteroglial cell	0.6307	34
RPS2P16	0.9677	neutrophil	0.0142	34
ATP5MFP7	1.0000	enterocyte of epithelium proper of small intestine	0.0008	34
ENSG00000230803	0.9612	enterocyte of epithelium proper of small intestine	0.0007	34
CDRT15P14	0.9998	enterocyte of epithelium proper of small intestine	0.0004	34
ENSG00000230805	0.9569	small intestine goblet cell	0.0034	34
SRGAP2-AS1	0.8705	myeloid dendritic cell	0.1824	34
UBA52P4	0.9761	enterocyte of epithelium proper of small intestine	0.0166	34
RPS6P15	1.0000	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000230813	0.9880	intestinal crypt stem cell of small intestine	0.0020	34
USP9YP24		B cell	0.0000	34
ENSG00000230815	0.9535	monocyte	0.0088	34
LINC01362	0.9088	endothelial cell of venule	0.1494	34
MTND2P16	0.8908	enteroendocrine cell of small intestine	0.0059	34
ZNF736P5Y		B cell	0.0000	34
ENSG00000230820	0.9836	enterocyte of epithelium proper of ileum	0.0002	34
ASH2LP4	0.9891	enterocyte of epithelium proper of duodenum	0.0001	34
CBX1P1	0.9765	enteroglial cell	0.0061	34
LINC03016	0.7408	natural killer cell	0.0362	34
ENSG00000230826	0.7343	myofibroblast cell	0.1243	34
ENSG00000230828		B cell	0.0000	34
ENSG00000230829	0.9392	CD4-positive, alpha-beta T cell	0.0003	34
ARPP21-AS1	0.9621	small intestine goblet cell	0.0003	34
ENSG00000230831	0.9832	gamma-delta T cell	0.3595	34
SSBL4P	0.8438	intestinal crypt stem cell of small intestine	0.0636	34
RPEP3	0.9311	plasma cell	0.0013	34
ENSG00000230834	0.9980	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230835	0.9666	intestinal crypt stem cell of small intestine	0.0017	34
RPL31P2	0.9381	activated CD4-positive, alpha-beta T cell	0.0020	34
LINC01614	0.9970	endothelial cell of venule	0.0552	34
ENSG00000230840	0.9997	CD8-positive, alpha-beta T cell	0.0002	34
RPL23AP15	0.9462	enteroendocrine cell of small intestine	0.0026	34
ENSG00000230843	0.9996	endothelial cell of arteriole	0.0201	34
ZNF674-AS1	0.6934	intestinal tuft cell	0.0672	34
GSTA10P	0.9342	enterocyte of epithelium proper of jejunum	0.0071	34
ENSG00000230846		B cell	0.0000	34
OCLNP1	0.8587	BEST4+ enterocyte	0.0855	34
ENSG00000230848	0.9571	small intestine goblet cell	0.0813	34
GOT2P2	0.9909	enterocyte of epithelium proper of jejunum	0.0029	34
VPS51P5	0.9970	intestinal tuft cell	0.0025	34
LINC02857	0.9961	innate lymphoid cell	0.0879	34
RPL10P11	0.9654	BEST4+ enterocyte	0.0016	34
USP9YP20		B cell	0.0000	34
YRDCP3	1.0000	enterocyte of epithelium proper of small intestine	0.0007	34
CCNB1IP1P2		B cell	0.0000	34
ENSG00000230863	0.7979	activated CD4-positive, alpha-beta T cell	0.0097	34
ENSG00000230864	0.9817	intestinal tuft cell	0.0117	34
TSEN15P1	0.9795	CD8-positive, alpha-beta T cell	0.0008	34
LINC02558	0.8577	enterocyte of epithelium proper of duodenum	0.0873	34
ENSG00000230867	0.9894	small intestine goblet cell	0.0010	34
AGAP10P	0.9115	enterocyte of epithelium proper of jejunum	0.0682	34
FBXW11P1	0.9776	enterocyte of epithelium proper of ileum	0.0018	34
RPS6P23	0.9970	enterocyte of epithelium proper of ileum	0.0002	34
MFSD13B	0.5592	myeloid dendritic cell	0.1433	34
STMND1	0.9276	enterocyte of epithelium proper of jejunum	0.0507	34
LINC00486	0.4133	natural killer cell	15.6835	34
RBMX2P4	0.9970	intestinal tuft cell	0.0136	34
ENSG00000230881	0.9830	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230882	0.9846	intestinal tuft cell	0.0414	34
HMGB1P25	1.0000	enterocyte of epithelium proper of small intestine	0.0005	34
SHC1P1	0.9988	neutrophil	0.0044	34
LINC00692	0.9568	natural killer cell	0.0402	34
ENSG00000230894	0.9333	myofibroblast cell	0.0538	34
ENSG00000230896	0.8521	endothelial cell of venule	0.0174	34
RPS18P12	0.7869	macrophage	0.0182	34
ENSG00000230898	0.9348	enterocyte of epithelium proper of small intestine	0.0052	34
MAGEA8-AS1	1.0000	paneth cell of epithelium of small intestine	0.0000	34
FAM204CP	0.9798	enterocyte of epithelium proper of small intestine	0.0030	34
XKRYP2		B cell	0.0000	34
ENSG00000230908	0.9954	small intestine goblet cell	0.0026	34
ADGRB3-DT	0.9688	enteroglial cell	0.3250	34
PPIHP1	0.9236	enterocyte of epithelium proper of ileum	0.0030	34
ENSG00000230912	0.9834	endothelial cell of lymphatic vessel	0.0148	34
NPM1P51	0.9772	small intestine goblet cell	0.0003	34
KIF19BP	0.9185	neutrophil	0.0236	34
MTCO1P53	0.9210	enterocyte of epithelium proper of jejunum	0.0195	34
DPP4-DT	0.8964	enterocyte of epithelium proper of small intestine	0.1370	34
ENSG00000230920	0.9970	intestinal crypt stem cell of small intestine	0.0021	34
HAO2-IT1	0.9690	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000230922	0.9943	enterocyte of epithelium proper of small intestine	0.0008	34
LINC00309	0.9548	plasma cell	0.2907	34
ENSG00000230926	0.9715	enterocyte of epithelium proper of small intestine	0.0014	34
TMBIM7P	0.8344	activated CD4-positive, alpha-beta T cell	0.0236	34
ENSG00000230928	0.9464	monocyte	0.0172	34
ENSG00000230929	0.8692	paneth cell of epithelium of small intestine	0.0008	34
GXYLT1P1	0.9984	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000230932	0.9988	intestinal tuft cell	0.0039	34
ENSG00000230934		B cell	0.0000	34
RPS3P1	0.9489	intestinal crypt stem cell of small intestine	0.0014	34
ENSG00000230936	0.9983	enterocyte of epithelium proper of small intestine	0.0016	34
MIR205HG	0.9766	small intestine goblet cell	0.0011	34
ENSG00000230941	0.9842	enterocyte of epithelium proper of ileum	0.0003	34
HMGN1P5	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
LINC02541	0.9243	plasma cell	0.0952	34
ENSG00000230944	0.9816	enterocyte of epithelium proper of small intestine	0.0001	34
LINC01507	0.9993	innate lymphoid cell	0.0565	34
HNRNPA1P68	0.8845	natural killer cell	0.0099	34
ENSG00000230947	0.9383	macrophage	0.0044	34
AURKBP1	0.9976	intestinal tuft cell	0.0035	34
MTND2P21	0.9725	enterocyte of epithelium proper of small intestine	0.0006	34
GPS2P2	0.8803	BEST4+ enterocyte	0.0062	34
LINC03037	0.9414	enteroglial cell	0.0111	34
ENSG00000230953	0.9002	endothelial cell of lymphatic vessel	0.0271	34
INPP5B-AS1	0.8232	intestinal tuft cell	0.0051	34
CAPZA1P1	0.9665	enterocyte of epithelium proper of ileum	0.0004	34
ENSG00000230958	0.9908	gamma-delta T cell	0.0186	34
ENSG00000230960	0.9883	endothelial cell of arteriole	0.1461	34
LINC01520	0.9717	macrophage	0.0039	34
ENSG00000230964	0.9952	paneth cell of epithelium of small intestine	0.0002	34
SNX18P13	0.9916	BEST4+ enterocyte	0.0017	34
ENSG00000230967	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000230968	1.0000	enterocyte of epithelium proper of small intestine	0.0005	34
LINC02090	0.9878	plasma cell	0.0600	34
HHATL-AS1	0.9518	enterocyte of epithelium proper of ileum	0.0001	34
ENSG00000230972	0.9532	activated CD8-positive, alpha-beta T cell	0.0059	34
ENSG00000230973	1.0000	enterocyte of epithelium proper of small intestine	0.0005	34
ENSG00000230975	0.9561	naive thymus-derived CD4-positive, alpha-beta T cell	0.0153	34
ENSG00000230977	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
LINC00160	0.9603	fibroblast	0.0013	34
ENSG00000230979	0.9007	regulatory T cell	0.0733	34
RPL36AP39	0.9194	B cell	0.0017	34
DSTNP1	0.9942	neutrophil	0.0142	34
DDX3P2	1.0000	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000230987	0.9041	myofibroblast cell	0.0566	34
RPL23AP11	0.9886	myeloid dendritic cell	0.0490	34
HSBP1	0.6921	enteroglial cell	1.5908	34
ENSG00000230990	0.9830	enteroglial cell	0.0302	34
ENSG00000230991	0.9969	enteroendocrine cell of small intestine	0.0331	34
FAM201B	0.9852	BEST4+ enterocyte	0.0021	34
RPL12P15	0.9896	naive thymus-derived CD4-positive, alpha-beta T cell	0.0180	34
FGFR3P1	1.0000	enterocyte of epithelium proper of small intestine	0.0006	34
RAB42P1	0.9869	enterocyte of epithelium proper of jejunum	0.0023	34
MTND5P8	0.9737	enterocyte of epithelium proper of small intestine	0.0000	34
CCNB1IP1P3	0.9985	enterocyte of epithelium proper of small intestine	0.0006	34
CECR9		B cell	0.0000	34
RPL39P39	0.9999	enterocyte of epithelium proper of small intestine	0.0003	34
RPL7P32	0.7187	neutrophil	0.1550	34
CDC20P1	0.9870	endothelial cell of arteriole	0.0166	34
CUBNP1	0.9493	plasma cell	0.0009	34
ENSG00000231010	0.9169	endothelial cell of venule	0.0195	34
ENSG00000231011	0.9949	intestinal tuft cell	0.0091	34
SCTR-AS1	0.9420	transit amplifying cell of small intestine	0.0158	34
ENSG00000231015	0.9966	enterocyte of epithelium proper of small intestine	0.0016	34
RPS27P10	0.9941	B cell	0.0016	34
EIF4A1P3	1.0000	enteroendocrine cell of small intestine	0.0000	34
LINC00373	0.9493	natural killer cell	0.0103	34
ENSG00000231020	1.0000	enterocyte of epithelium proper of small intestine	0.0002	34
RPS3AP9	0.9690	activated CD4-positive, alpha-beta T cell	0.0001	34
LINC00326	0.9168	intestinal tuft cell	0.0235	34
ENSG00000231024	0.8933	endothelial cell of lymphatic vessel	0.0271	34
XKRYP4		B cell	0.0000	34
AHI1-DT	0.7534	intestinal tuft cell	0.1954	34
ENSG00000231029	0.9837	BEST4+ enterocyte	0.0011	34
LINC01804	0.9631	neutrophil	0.0396	34
CEP19P1	0.9962	small intestine goblet cell	0.0002	34
ENSG00000231034		B cell	0.0000	34
RPL7L1P9	0.9868	activated CD4-positive, alpha-beta T cell	0.0097	34
ENSG00000231039	0.9408	endothelial cell of lymphatic vessel	0.0311	34
LINC01911	0.9559	myeloid dendritic cell	0.0716	34
ENSG00000231043	0.8145	natural killer cell	0.0073	34
MFSD4B-DT	0.9521	neutrophil	0.0496	34
GCNT1P3	0.9813	neutrophil	0.0236	34
OR52B5P	0.9536	mast cell	0.0066	34
GNB1-DT	0.8227	intestinal crypt stem cell of small intestine	0.0127	34
USP17L28		B cell	0.0000	34
ENSG00000231052	0.9957	CD8-positive, alpha-beta T cell	0.0004	34
TRAPPC2LP1	0.9759	paneth cell of epithelium of small intestine	0.0000	34
LINC02522	0.9763	small intestine goblet cell	0.0012	34
NEK2-DT	0.9050	innate lymphoid cell	0.0164	34
MSANTD2P1	0.9967	intestinal tuft cell	0.0014	34
FARSBP1	0.9880	intestinal tuft cell	0.0007	34
LINC00395	0.9772	intestinal tuft cell	0.0077	34
ENSG00000231062	0.9911	enterocyte of epithelium proper of duodenum	0.0001	34
RPL6P6	0.9683	intestinal tuft cell	0.0039	34
THBS3-AS1	0.7462	transit amplifying cell of small intestine	0.1004	34
NPM1P9		B cell	0.0000	34
KRTAP21-3	0.9942	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000231069	0.9699	endothelial cell of lymphatic vessel	0.0640	34
OR52Y1P	0.9714	enterocyte of epithelium proper of small intestine	0.0000	34
IDI1P3	0.9989	intestinal crypt stem cell of small intestine	0.0031	34
GAPDHP64	0.9638	paneth cell of epithelium of small intestine	0.0000	34
ENSG00000231073	0.9388	enterocyte of epithelium proper of jejunum	0.0166	34
HCG18	0.6267	neutrophil	1.3222	34
ENSG00000231078	0.9995	enterocyte of epithelium proper of small intestine	0.0042	34
KIF5C-AS1	0.9226	activated CD4-positive, alpha-beta T cell	0.1637	34
ENSG00000231080	0.9755	small intestine goblet cell	0.0009	34
ENSG00000231081	0.9030	enterocyte of epithelium proper of small intestine	0.0038	34
LINC02655	0.9827	enterocyte of epithelium proper of small intestine	0.0007	34
ENSG00000231083	0.9982	innate lymphoid cell	0.0916	34
RPL22P24	0.9008	intestinal crypt stem cell of small intestine	0.0027	34
TSSK1A	0.9715	enterocyte of epithelium proper of small intestine	0.0026	34
FDPSP7	0.9761	enteroendocrine cell of small intestine	0.0028	34
MIR4422HG	0.9766	B cell	0.3722	34
ENSG00000231092	0.9707	intestinal crypt stem cell of small intestine	0.0028	34
TRMT1P1	0.9557	activated CD8-positive, alpha-beta T cell	0.0014	34
GYG1P3	0.9925	intestinal tuft cell	0.0031	34
NDUFB4P3	0.9332	enteroendocrine cell of small intestine	0.0024	34
ENSG00000231098	0.9808	enterocyte of epithelium proper of duodenum	0.0002	34
BMS1P19	0.9750	small intestine goblet cell	0.0000	34
ENSG00000231100	0.9706	pericyte	0.0006	34
ENSG00000231102	0.8631	enteroendocrine cell of small intestine	0.0195	34
PRAMEF30P	0.9952	intestinal tuft cell	0.0014	34
ENSG00000231104	0.8219	enteroglial cell	0.0884	34
ECE1-AS1	0.8227	monocyte	0.0443	34
LINC01436	0.9687	enteroglial cell	1.4568	34
LINC01508	0.9239	myofibroblast cell	0.0507	34
PRELID3BP11	0.9163	intestinal tuft cell	0.0050	34
ENSG00000231110	0.9929	enterocyte of epithelium proper of duodenum	0.0001	34
MTHFD2P3	0.9904	activated CD8-positive, alpha-beta T cell	0.0011	34
LINC02976	0.8840	myeloid dendritic cell	0.3411	34
